Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Younes Lachaab,19.0,France,"Midfielder, Forward",Lille,Ligue 1,2,0,0
Maxence Lacroix,24.0,France,Defender,Crystal Palace,Premier League,35,1,1
Alban Lafont,25.0,France,Goalkeeper,Nantes,Ligue 1,12,0,0
Yoel Lago,20.0,Spain,Defender,Celta Vigo,La Liga,8,0,1
Konrad Laimer,27.0,Austria,Defender,Bayern Munich,Bundesliga,29,2,2
Stefan Lainer,31.0,Austria,Defender,Gladbach,Bundesliga,21,1,0
Kenny Lala,32.0,Madagascar,Defender,Brest,Ligue 1,30,3,2
Adam Lallana,36.0,England,Midfielder,Southampton,Premier League,14,0,2
Mathis Lambourde,18.0,France,"Forward, Midfielder",Hellas Verona,Serie A,7,1,0
Mohamed Lamine Bayo,26.0,Guinea,Forward,Lille,Ligue 1,12,2,1
Tariq Lamptey,23.0,Ghana,Defender,Brighton,Premier League,15,2,2
Will Lankshear,19.0,England,"Forward, Midfielder",Tottenham,Premier League,3,0,0
Gianluca Lapadula,34.0,Peru,"Forward, Midfielder",Cagliari,Serie A,12,0,0
Cyle Larin,29.0,Canada,Forward,Mallorca,La Liga,32,7,2
Gautier Larsonneur,27.0,France,Goalkeeper,Saint-Étienne,Ligue 1,34,0,0
Hugo Larsson,20.0,Sweden,Midfielder,Eint Frankfurt,Bundesliga,33,3,1
Juanmi Latasa,23.0,Spain,Forward,Valladolid,La Liga,28,3,0
Toni Lato,26.0,Spain,Defender,Mallorca,La Liga,14,0,0
Roméo Lavia,20.0,Belgium,Midfielder,Chelsea,Premier League,16,0,1
Valentino Lazaro,28.0,Austria,"Defender, Forward",Torino,Serie A,33,0,6
Darko Lazović,33.0,Serbia,"Defender, Midfielder",Hellas Verona,Serie A,27,2,3
Manuel Lazzari,30.0,Italy,Defender,Lazio,Serie A,25,0,1
Julien Le Cardinal,26.0,France,Defender,Brest,Ligue 1,16,0,1
Jérémy Le Douaron,26.0,France,Forward,Brest,Ligue 1,2,0,0
Enzo Le Fée,24.0,France,Midfielder,Roma,Serie A,6,0,0
Robin Le Normand,27.0,Spain,Defender,Atlético Madrid,La Liga,27,1,0
Nicola Leali,31.0,Italy,Goalkeeper,Genoa,Serie A,29,0,0
Rafael Leão,25.0,Portugal,Forward,Milan,Serie A,34,8,8
Benjamin Lecomte,33.0,France,Goalkeeper,Montpellier,Ligue 1,30,0,0
Pierre Lees-Melou,31.0,France,Midfielder,Brest,Ligue 1,20,2,2
Jordan Lefort,30.0,France,Defender,Angers,Ligue 1,34,0,1
Diogo Leite,25.0,Portugal,Defender,Union Berlin,Bundesliga,30,1,2
Maxim Leitsch,26.0,Germany,Defender,Mainz 05,Bundesliga,14,1,0
Florian Lejeune,33.0,France,Defender,Rayo Vallecano,La Liga,37,2,3
Stefan Lekovic,20.0,Serbia,Defender,Monza,Serie A,7,0,0
Iñigo Lekue,31.0,Spain,Defender,Athletic Club,La Liga,16,0,0
Nunzio Lella,24.0,Italy,Midfielder,Venezia,Serie A,1,0,0
Thomas Lemar,28.0,France,Midfielder,Atlético Madrid,La Liga,5,0,0
Félix Lemaréchal,20.0,France,"Midfielder, Forward",Strasbourg,Ligue 1,27,4,3
Mario Lemina,30.0,Gabon,"Midfielder, Defender",Wolves,Premier League,17,1,3
Clément Lenglet,29.0,France,Defender,Atlético Madrid,La Liga,23,2,1
Bernd Leno,32.0,Germany,Goalkeeper,Fulham,Premier League,38,0,1
Donovan Léon,31.0,French Guiana,Goalkeeper,Auxerre,Ligue 1,32,0,2
Giovanni Leoni,17.0,Italy,Defender,Parma,Serie A,17,1,0
Esteban Lepaul,24.0,France,Forward,Angers,Ligue 1,28,9,0
Johann Lepenant,21.0,France,Midfielder,Nantes,Ligue 1,29,2,1
Jefferson Lerma,29.0,Colombia,"Midfielder, Defender",Crystal Palace,Premier League,33,0,1
Louis Leroux,18.0,France,"Midfielder, Defender",Nantes,Ligue 1,16,2,1
Robert Lewandowski,35.0,Poland,Forward,Barcelona,La Liga,34,27,2
Jamie Leweling,23.0,Germany,"Midfielder, Forward",Stuttgart,Bundesliga,27,2,2
Rico Lewis,19.0,England,"Defender, Midfielder",Manchester City,Premier League,28,1,2
Keane Lewis-Potter,23.0,England,"Defender, Forward",Brentford,Premier League,38,1,3
Myles Lewis-Skelly,17.0,England,Defender,Arsenal,Premier League,23,1,0
Ben Lhassine Kone,24.0,Côte d'Ivoire,Midfielder,Como,Serie A,4,0,0
Mattia Liberali,17.0,Italy,Midfielder,Milan,Serie A,1,0,0
Philipp Lienhart,28.0,Austria,Defender,Freiburg,Bundesliga,32,1,0
Matthijs de Ligt,24.0,Netherlands,Defender,Manchester Utd,Premier League,29,2,0
Pedro Lima,18.0,Brazil,Defender,Wolves,Premier League,3,0,0
Victor Lindelöf,30.0,Sweden,Defender,Manchester Utd,Premier League,16,0,0
Jesper Lindstrøm,24.0,Denmark,Forward,Everton,Premier League,25,0,1
Karol Linetty,29.0,Poland,Midfielder,Torino,Serie A,28,1,0
Samuel Lino,24.0,Brazil,"Midfielder, Defender",Atlético Madrid,La Liga,31,3,4
Pol Lirola,26.0,Spain,Defender,Marseille,Ligue 1,19,1,2
Dailon Livramento,23.0,Cabo Verde,"Forward, Midfielder",Hellas Verona,Serie A,29,1,1
Valentino Livramento,21.0,England,Defender,Newcastle Utd,Premier League,37,0,1
Marin Ljubicic,22.0,Croatia,"Forward, Midfielder",Union Berlin,Bundesliga,13,1,1
Javier Llabrés,21.0,Spain,Forward,Mallorca,La Liga,1,0,0
Diego Llorente,30.0,Spain,Defender,Betis,La Liga,30,2,0
Marcos Llorente,29.0,Spain,"Defender, Midfielder",Atlético Madrid,La Liga,33,2,4
Gautier Lloris,29.0,France,Defender,Le Havre,Ligue 1,31,2,1
Giovani Lo Celso,28.0,Argentina,"Midfielder, Forward",Betis,La Liga,25,8,3
Stanislav Lobotka,29.0,Slovakia,Midfielder,Napoli,Serie A,32,0,1
Manuel Locatelli,26.0,Italy,Midfielder,Juventus,Serie A,36,2,2
Bradley Locko,22.0,France,Defender,Brest,Ligue 1,2,0,0
Ruben Loftus-Cheek,28.0,England,Midfielder,Milan,Serie A,19,0,0
Elysée Logbo,20.0,France,Forward,Le Havre,Ligue 1,1,0,0
Enzo Loiodice,23.0,France,Midfielder,Las Palmas,La Liga,17,0,0
Sean Longstaff,26.0,England,Midfielder,Newcastle Utd,Premier League,25,0,0
Ademola Lookman,26.0,Nigeria,"Midfielder, Forward",Atalanta,Serie A,31,15,5
Anthony Lopes,33.0,Portugal,Goalkeeper,Nantes,Ligue 1,18,0,0
David López,34.0,Spain,Defender,Girona,La Liga,29,1,1
Diego López,22.0,Spain,"Midfielder, Forward",Valencia,La Liga,38,8,5
Fermin López,21.0,Spain,"Midfielder, Forward",Barcelona,La Liga,28,6,5
Javi López,22.0,Spain,Defender,Real Sociedad,La Liga,29,0,0
Pau López,29.0,Spain,Goalkeeper,Girona,La Liga,1,0,0
Roberto López,24.0,Spain,Midfielder,Leganés,La Liga,13,0,1
Unai López,28.0,Spain,Midfielder,Rayo Vallecano,La Liga,32,3,1
Iker Losada,22.0,Spain,"Midfielder, Forward",Betis,La Liga,10,0,0
Anthony Losilla,38.0,France,Midfielder,Bochum,Bundesliga,21,0,0
Jordan Lotomba,25.0,Switzerland,"Midfielder, Defender",Nice,Ligue 1,2,0,0
Tom Louchet,21.0,France,"Defender, Midfielder",Nice,Ligue 1,22,1,0
Sandi Lovrić,26.0,Slovenia,Midfielder,Udinese,Serie A,36,2,3
Pol Lozano,24.0,Spain,Midfielder,Espanyol,La Liga,30,0,1
Lorenzo Lucca,23.0,Italy,Forward,Udinese,Serie A,33,12,1
Jhon Lucumí,26.0,Colombia,Defender,Bologna,Serie A,32,0,1
Yannik Lührs,20.0,Germany,Defender,Dortmund,Bundesliga,3,0,0
José Luis Gayà,29.0,Spain,Defender,Valencia,La Liga,23,0,1
José Luis Palomino,34.0,Argentina,Defender,Cagliari,Serie A,18,1,0
Douglas Luiz,26.0,Brazil,Midfielder,Juventus,Serie A,19,0,0
Romelu Lukaku,31.0,Belgium,Forward,Napoli,Serie A,36,14,10
Castello Lukeba,21.0,France,Defender,RB Leipzig,Bundesliga,23,0,0
Dodi Lukebakio,26.0,Belgium,Forward,Sevilla,La Liga,38,11,2
Saša Lukić,27.0,Serbia,Midfielder,Fulham,Premier League,30,0,2
Milos Lukovic,18.0,Serbia,"Forward, Midfielder",Strasbourg,Ligue 1,2,0,0
Joe Lumley,29.0,England,Goalkeeper,Southampton,Premier League,3,0,0
Daniel Luna,21.0,Colombia,Midfielder,Mallorca,La Liga,2,0,0
Andriy Lunin,25.0,Ukraine,Goalkeeper,Real Madrid,La Liga,7,0,1
Massimo Luongo,31.0,Australia,Midfielder,Ipswich Town,Premier League,11,0,0
Sebastiano Luperto,27.0,Italy,Defender,Cagliari,Serie A,36,1,3
Zito Luvumbo,22.0,Angola,"Forward, Midfielder",Cagliari,Serie A,26,2,2
Charalambos Lykogiannis,30.0,Greece,Defender,Bologna,Serie A,17,0,4
Senne Lynen,25.0,Belgium,Midfielder,Werder Bremen,Bundesliga,32,0,1
Mathias Løvik,20.0,Norway,"Defender, Forward",Parma,Serie A,6,0,0
Othmane Maamma,18.0,Morocco,"Forward, Midfielder",Montpellier,Ligue 1,12,1,1
Ian Maatsen,22.0,Netherlands,Defender,Aston Villa,Premier League,29,1,2
Alexis Mac Allister,25.0,Argentina,Midfielder,Liverpool,Premier League,35,5,5
Deiver Machado,30.0,Colombia,"Defender, Midfielder",Lens,Ligue 1,27,1,4
Lanroy Machine,18.0,France,Forward,Angers,Ligue 1,2,0,0
Shuto Machino,24.0,Japan,"Forward, Midfielder",Holstein Kiel,Bundesliga,32,11,2
Darwin Machís,31.0,"Venezuela, Bolivarian Republic of","Midfielder, Forward",Valladolid,La Liga,18,0,1
Yvann Macon,25.0,France,Defender,Saint-Étienne,Ligue 1,12,0,0
James Maddison,27.0,England,Midfielder,Tottenham,Premier League,31,9,7
Eros Maddy,23.0,Netherlands,Defender,Auxerre,Ligue 1,2,0,0
Noni Madueke,22.0,England,Forward,Chelsea,Premier League,32,7,3
Pablo Maffeo,27.0,Spain,Defender,Mallorca,La Liga,30,0,2
Gabriel Magalhães,26.0,Brazil,Defender,Arsenal,Premier League,28,3,1
Soungoutou Magassa,20.0,France,Midfielder,Monaco,Ligue 1,21,0,1
Edmond-Paris Maghoma,23.0,England,"Midfielder, Forward",Brentford,Premier League,8,0,0
Giangiacomo Magnani,28.0,Italy,Defender,Hellas Verona,Serie A,17,1,0
Hugo Magnetti,26.0,France,Midfielder,Brest,Ligue 1,32,1,0
Frank Magri,24.0,Cameroon,"Forward, Midfielder",Toulouse,Ligue 1,31,5,1
Harry Maguire,31.0,England,Defender,Manchester Utd,Premier League,27,1,0
Jon Magunazelaia,23.0,Spain,Midfielder,Real Sociedad,La Liga,2,0,0
Arne Maier,25.0,Germany,Midfielder,Augsburg,Bundesliga,28,0,0
Mike Maignan,29.0,France,Goalkeeper,Milan,Serie A,37,0,0
Patrick Mainka,29.0,Germany,Defender,Heidenheim,Bundesliga,34,1,1
Kobbie Mainoo,19.0,England,Midfielder,Manchester Utd,Premier League,25,0,0
Ainsley Maitland-Niles,26.0,England,Defender,Lyon,Ligue 1,32,1,4
Radosław Majecki,24.0,Poland,Goalkeeper,Monaco,Ligue 1,15,0,0
Lovro Majer,26.0,Croatia,Midfielder,Wolfsburg,Bundesliga,9,2,1
Hamidou Makalou,18.0,Mali,"Forward, Midfielder",Brest,Ligue 1,4,0,0
Jordy Makengo,22.0,France,Defender,Freiburg,Bundesliga,19,0,0
Antoine Makoumbou,26.0,Republic of the Congo,Midfielder,Cagliari,Serie A,33,0,3
Nikola Maksimović,32.0,Serbia,Defender,Montpellier,Ligue 1,7,0,0
Tyrell Malacia,24.0,Netherlands,Defender,Manchester Utd,Premier League,3,0,0
Jarzinho Malanga,18.0,Germany,Defender,Stuttgart,Bundesliga,1,0,0
Julián Malatini,23.0,Argentina,Defender,Werder Bremen,Bundesliga,10,1,1
Daniel Maldini,22.0,Italy,"Forward, Midfielder",Atalanta,Serie A,10,3,0
Youssef Maleh,25.0,Morocco,Midfielder,Empoli,Serie A,22,0,1
Donyell Malen,25.0,Netherlands,"Forward, Midfielder",Dortmund,Bundesliga,14,3,0
Ruslan Malinovskyi,31.0,Ukraine,"Midfielder, Forward",Genoa,Serie A,9,0,2
Lennard Maloney,24.0,United States,Midfielder,Mainz 05,Bundesliga,5,0,0
Aaron Malouda,18.0,France,Forward,Lille,Ligue 1,1,0,0
Giorgi Mamardashvili,23.0,Georgia,Goalkeeper,Valencia,La Liga,34,0,0
Dennis Man,25.0,Romania,"Forward, Midfielder",Parma,Serie A,33,4,4
Hianga Mananga Mbock,24.0,France,Midfielder,Brest,Ligue 1,1,0,0
Gianluca Mancini,28.0,Italy,Defender,Roma,Serie A,37,2,0
Steve Mandanda,39.0,France,Goalkeeper,Rennes,Ligue 1,18,0,0
Christos Mandas,22.0,Greece,Goalkeeper,Lazio,Serie A,9,0,0
Reinildo Mandava,30.0,Mozambique,Defender,Atlético Madrid,La Liga,19,0,0
Aïssa Mandi,32.0,Algeria,Defender,Lille,Ligue 1,24,0,0
Rolando Mandragora,27.0,Italy,Midfielder,Fiorentina,Serie A,29,4,3
Orel Mangala,26.0,Belgium,Midfielder,Lyon,Ligue 1,1,0,0
Ryan Manning,28.0,Ireland,"Defender, Midfielder",Southampton,Premier League,24,0,1
Javier Manquillo,30.0,Spain,Defender,Celta Vigo,La Liga,10,0,0
Johan Manzambi,18.0,Switzerland,"Forward, Midfielder",Freiburg,Bundesliga,11,2,1
Alberto Manzoni,19.0,Italy,Midfielder,Atalanta,Serie A,1,0,0
Sekou Mara,22.0,France,"Forward, Midfielder",Strasbourg,Ligue 1,25,1,1
Alessandro Marcandalli,21.0,Italy,Defender,Venezia,Serie A,8,0,0
Marcão,28.0,Brazil,Defender,Sevilla,La Liga,12,0,0
Solly March,30.0,England,"Forward, Midfielder",Brighton,Premier League,8,0,0
Filip Marchwiński,22.0,Poland,Midfielder,Lecce,Serie A,1,0,0
Óscar de Marcos,35.0,Spain,Defender,Athletic Club,La Liga,26,0,4
Alberto Marí,23.0,Spain,Forward,Valencia,La Liga,1,0,0
Pablo Marí,30.0,Spain,Defender,Fiorentina,Serie A,13,0,0
José María Giménez,29.0,Uruguay,Defender,Atlético Madrid,La Liga,27,0,1
Luca Marianucci,20.0,Italy,Defender,Empoli,Serie A,18,0,0
Mirko Marić,29.0,Croatia,Forward,Venezia,Serie A,10,0,0
Arkaitz Mariezkurrena,19.0,Spain,"Forward, Midfielder",Real Sociedad,La Liga,9,2,0
Rafa Marín,22.0,Spain,Defender,Napoli,Serie A,4,0,0
Pablo Marín,21.0,Spain,Midfielder,Real Sociedad,La Liga,23,1,2
Răzvan Marin,28.0,Romania,Midfielder,Cagliari,Serie A,33,3,2
Guillermo Maripán,30.0,Chile,Defender,Torino,Serie A,28,1,1
Mika Mármol,23.0,Spain,Defender,Las Palmas,La Liga,30,0,1
Omar Marmoush,25.0,Egypt,Forward,Eint Frankfurt,Bundesliga,17,15,9
Mario Maroto,20.0,Spain,Midfielder,Valladolid,La Liga,2,0,1
Marquinhos,30.0,Brazil,Defender,Paris S-G,Ligue 1,22,2,0
Unai Marrero,22.0,Spain,Goalkeeper,Real Sociedad,La Liga,2,0,0
Ange Martial Tia,17.0,Mali,"Midfielder, Defender",Reims,Ligue 1,6,0,0
Aarón Martín,27.0,Spain,Defender,Genoa,Serie A,36,0,8
Carlos Martín,22.0,Spain,"Forward, Midfielder",Alavés,La Liga,26,2,2
Diego Martín,20.0,Spain,Forward,Las Palmas,La Liga,2,0,0
Gerard Martín,22.0,Spain,Defender,Barcelona,La Liga,28,1,3
Iván Martín,25.0,Spain,Midfielder,Girona,La Liga,32,1,1
Jon Martin,18.0,Spain,Defender,Real Sociedad,La Liga,13,0,1
Jonas Martin,34.0,France,Midfielder,Brest,Ligue 1,17,1,0
Mario Martín,20.0,Spain,Midfielder,Valladolid,La Liga,30,0,1
Gabriel Martinelli,23.0,Brazil,"Forward, Midfielder",Arsenal,Premier League,33,8,4
Arnau Martinez,21.0,Spain,"Defender, Midfielder",Girona,La Liga,32,2,2
Emiliano Martínez,31.0,Argentina,Goalkeeper,Aston Villa,Premier League,37,0,0
Iñigo Martínez,33.0,Spain,Defender,Barcelona,La Liga,28,0,4
Javi Martínez,24.0,Spain,Midfielder,Osasuna,La Liga,1,0,0
Josep Martinez,26.0,Spain,Goalkeeper,Inter,Serie A,5,0,0
Lautaro Martínez,26.0,Argentina,Forward,Inter,Serie A,31,12,3
Lisandro Martínez,26.0,Argentina,Defender,Manchester Utd,Premier League,20,2,1
Lucas Martínez Quarta,28.0,Argentina,Defender,Fiorentina,Serie A,8,1,0
Ramón Martínez,21.0,Spain,Defender,Sevilla,La Liga,5,1,0
Toni Martínez,27.0,Spain,Forward,Alavés,La Liga,28,4,0
Kevin Martins,19.0,Italy,"Midfielder, Defender",Monza,Serie A,9,0,1
Javi Martón,25.0,Spain,"Forward, Midfielder",Athletic Club,La Liga,3,0,0
Adam Marušić,31.0,Montenegro,Defender,Lazio,Serie A,35,4,0
Marvin,24.0,Spain,"Defender, Forward",Las Palmas,La Liga,23,0,0
Omar Mascarell,31.0,Equatorial Guinea,Midfielder,Mallorca,La Liga,32,1,0
Adam Masina,30.0,Morocco,Defender,Torino,Serie A,28,1,2
Patrizio Masini,23.0,Italy,Midfielder,Genoa,Serie A,26,1,0
Giorgos Masouras,30.0,Greece,"Forward, Midfielder",Bochum,Bundesliga,14,2,1
Erhan Mašović,25.0,Serbia,Defender,Bochum,Bundesliga,16,1,1
Han-Noah Massengo,23.0,France,Midfielder,Auxerre,Ligue 1,17,0,0
Clinton Mata,31.0,Angola,Defender,Lyon,Ligue 1,29,0,4
Jaime Mata,35.0,Spain,"Forward, Midfielder",Las Palmas,La Liga,30,0,0
Igor Matanovic,21.0,Croatia,Forward,Eint Frankfurt,Bundesliga,16,1,0
Pape Matar Sarr,21.0,Senegal,Midfielder,Tottenham,Premier League,36,3,2
Eliot Matazo,22.0,Belgium,Midfielder,Monaco,Ligue 1,3,0,0
Jean-Philippe Mateta,27.0,France,Forward,Crystal Palace,Premier League,37,14,2
Nemanja Matić,35.0,Serbia,Midfielder,Lyon,Ligue 1,29,0,1
Rudy Matondo,16.0,France,Midfielder,Auxerre,Ligue 1,5,0,0
Chrislain Matsima,22.0,France,Defender,Augsburg,Bundesliga,30,1,1
Jean Mattéo Bahoya,19.0,France,"Midfielder, Forward",Eint Frankfurt,Bundesliga,24,2,3
Alan Matturro,19.0,Uruguay,Defender,Genoa,Serie A,13,0,0
Azor Matusiwa,26.0,Netherlands,Midfielder,Rennes,Ligue 1,29,1,3
Neal Maupay,27.0,France,Forward,Marseille,Ligue 1,22,4,4
Maurides,30.0,Brazil,Forward,St. Pauli,Bundesliga,1,0,0
Stephy Mavididi,26.0,England,Forward,Leicester City,Premier League,30,4,1
Konstantinos Mavropanos,26.0,Greece,Defender,West Ham,Premier League,33,0,0
Christian Mawissa,19.0,France,Defender,Monaco,Ligue 1,22,0,0
Keke Maximilian Topp,20.0,Germany,"Forward, Midfielder",Werder Bremen,Bundesliga,19,2,2
Borja Mayoral,27.0,Spain,Forward,Getafe,La Liga,24,5,1
Senny Mayulu,18.0,France,Midfielder,Paris S-G,Ligue 1,20,2,2
Noussair Mazraoui,26.0,Morocco,Defender,Manchester Utd,Premier League,37,0,1
Andrea Mazza,20.0,Italy,Goalkeeper,Monza,Serie A,1,0,0
Luca Mazzitelli,28.0,Italy,Midfielder,Como,Serie A,11,1,1
Pasquale Mazzocchi,29.0,Italy,"Defender, Forward",Napoli,Serie A,20,0,0
Samuel Mbangula,20.0,Belgium,Forward,Juventus,Serie A,23,3,3
Ethan Mbappé,17.0,France,"Midfielder, Forward",Lille,Ligue 1,10,0,0
Kylian Mbappé,25.0,France,Forward,Real Madrid,La Liga,34,31,3
Ibrahim Mbaye,16.0,France,"Forward, Midfielder",Paris S-G,Ligue 1,9,1,1
Bryan Mbeumo,24.0,Cameroon,Forward,Brentford,Premier League,38,20,7
James Mcatee,21.0,England,"Midfielder, Forward",Manchester City,Premier League,15,3,0
Kasey McAteer,22.0,Ireland,Forward,Leicester City,Premier League,18,1,1
Oliver McBurnie,28.0,Scotland,Forward,Las Palmas,La Liga,34,3,6
Alex McCarthy,34.0,England,Goalkeeper,Southampton,Premier League,5,0,0
John McGinn,29.0,Scotland,"Midfielder, Forward",Aston Villa,Premier League,34,1,4
Scott McKenna,27.0,Scotland,Defender,Las Palmas,La Liga,29,0,0
Weston McKennie,25.0,United States,"Midfielder, Defender",Juventus,Serie A,32,2,4
Mark McKenzie,25.0,United States,Defender,Toulouse,Ligue 1,30,1,1
Dwight McNeil,24.0,England,"Midfielder, Forward",Everton,Premier League,21,4,6
Scott McTominay,27.0,Scotland,Midfielder,Napoli,Serie A,34,12,4
Jakov Medić,25.0,Croatia,Defender,Bochum,Bundesliga,23,1,0
Facundo Medina,25.0,Argentina,Defender,Lens,Ligue 1,29,0,1
Ben Mee,34.0,England,Defender,Brentford,Premier League,7,0,0
Jayden Meghoma,18.0,England,Defender,Brentford,Premier League,1,0,0
Henrik Meister,20.0,Denmark,Forward,Rennes,Ligue 1,4,1,0
Bamo Meïté,22.0,Côte d'Ivoire,Defender,Marseille,Ligue 1,3,0,0
Mohamed Meité,16.0,France,Forward,Rennes,Ligue 1,12,2,0
Mateo Mejía,21.0,Spain,Forward,Sevilla,La Liga,1,0,0
Farid El Melali,27.0,Algeria,Forward,Angers,Ligue 1,32,2,3
Filippo Melegoni,25.0,Italy,"Midfielder, Forward",Genoa,Serie A,3,0,1
Arthur Melo,27.0,Brazil,Midfielder,Girona,La Liga,15,0,0
Nuno Mendes,22.0,Portugal,Defender,Paris S-G,Ligue 1,24,1,3
Brais Méndez,27.0,Spain,Midfielder,Real Sociedad,La Liga,27,3,2
Antoine Mendy,20.0,Senegal,Defender,Nice,Ligue 1,18,0,0
Ferland Mendy,29.0,France,Defender,Real Madrid,La Liga,14,0,1
Nampalys Mendy,32.0,Senegal,Midfielder,Lens,Ligue 1,10,0,1
Nobel Mendy,19.0,France,Defender,Betis,La Liga,2,0,0
Gideon Mensah,26.0,Ghana,Defender,Auxerre,Ligue 1,29,0,1
Alex Meret,27.0,Italy,Goalkeeper,Napoli,Serie A,34,0,0
Mikel Merino,28.0,Spain,"Midfielder, Forward",Arsenal,Premier League,28,7,2
Quentin Merlin,22.0,France,Defender,Marseille,Ligue 1,27,1,3
Víctor Meseguer,25.0,Spain,Midfielder,Valladolid,La Liga,14,0,0
Rafik Messali,21.0,France,Defender,Toulouse,Ligue 1,13,0,1
Junior Messias,33.0,Brazil,"Midfielder, Forward",Genoa,Serie A,17,1,1
Connor Metcalfe,24.0,Australia,"Midfielder, Forward",St. Pauli,Bundesliga,10,0,0
Karol Mets,31.0,Estonia,Defender,St. Pauli,Bundesliga,10,0,0
Thomas Meunier,32.0,Belgium,Defender,Lille,Ligue 1,30,2,0
Alexander Meyer,33.0,Germany,Goalkeeper,Dortmund,Bundesliga,2,0,0
Shumaira Mheuka,16.0,England,Midfielder,Chelsea,Premier League,1,0,0
Lucas Michal,19.0,France,"Forward, Midfielder",Monaco,Ligue 1,8,0,0
Florian Micheler,19.0,Austria,Midfielder,Hoffenheim,Bundesliga,1,0,0
Miguel,24.0,Spain,Forward,Leganés,La Liga,34,1,3
Valentin Mihaila,24.0,Romania,"Forward, Midfielder",Parma,Serie A,21,0,3
Georges Mikautadze,23.0,Georgia,Forward,Lyon,Ligue 1,34,11,6
Igor Miladinović,21.0,Serbia,"Forward, Midfielder",Saint-Étienne,Ligue 1,3,0,0
Nikola Milenković,26.0,Serbia,Defender,Nott'ham Forest,Premier League,37,5,2
Lewis Miley,18.0,England,Midfielder,Newcastle Utd,Premier League,14,1,0
Vanja Milinković-Savić,27.0,Serbia,Goalkeeper,Torino,Serie A,37,0,0
Éder Militão,26.0,Brazil,Defender,Real Madrid,La Liga,12,1,1
Luis Milla,29.0,Spain,Midfielder,Getafe,La Liga,33,1,4
Pere Milla,31.0,Spain,"Midfielder, Forward",Espanyol,La Liga,20,3,0
Enzo Millot,22.0,France,"Midfielder, Forward",Stuttgart,Bundesliga,29,6,5
James Milner,38.0,England,Midfielder,Brighton,Premier League,4,0,0
Kim Min-jae,27.0,"Korea, Republic of",Defender,Bayern Munich,Bundesliga,27,2,0
Yerry Mina,29.0,Colombia,Defender,Cagliari,Serie A,31,1,0
Takumi Minamino,29.0,Japan,"Midfielder, Forward",Monaco,Ligue 1,31,6,3
Lucas Mincarelli,20.0,France,Defender,Montpellier,Ligue 1,10,1,0
Tyrone Mings,31.0,England,Defender,Aston Villa,Premier League,14,0,0
Óscar Mingueza,25.0,Spain,"Midfielder, Defender",Celta Vigo,La Liga,34,4,6
Kim Minsu,18.0,"Korea, Republic of","Midfielder, Forward",Girona,La Liga,3,0,0
Yankuba Minteh,20.0,Gambia,"Forward, Midfielder",Brighton,Premier League,32,6,4
Bojan Miovski,25.0,North Macedonia,Forward,Girona,La Liga,17,2,1
Rafa Mir,27.0,Spain,"Forward, Midfielder",Valencia,La Liga,20,1,2
Juan Miranda,24.0,Spain,Defender,Bologna,Serie A,31,0,6
Fabio Miretti,20.0,Italy,"Midfielder, Forward",Genoa,Serie A,25,3,3
Tyrick Mitchell,24.0,England,Defender,Crystal Palace,Premier League,37,0,5
Kaoru Mitoma,27.0,Japan,"Forward, Midfielder",Brighton,Premier League,36,10,4
Maximilian Mittelstädt,27.0,Germany,Defender,Stuttgart,Bundesliga,31,1,7
Koji Miyoshi,27.0,Japan,"Forward, Midfielder",Bochum,Bundesliga,15,1,0
Henrikh Mkhitaryan,35.0,Armenia,Midfielder,Inter,Serie A,32,1,4
Jakub Moder,25.0,Poland,Midfielder,Brighton,Premier League,4,0,0
Rui Modesto,24.0,Angola,"Defender, Midfielder",Udinese,Serie A,20,0,1
Luka Modrić,38.0,Croatia,Midfielder,Real Madrid,La Liga,35,2,6
Terem Moffi,25.0,Nigeria,Forward,Nice,Ligue 1,5,1,0
Mostafa Mohamed,26.0,Egypt,Forward,Nantes,Ligue 1,30,5,0
Johan Mojica,31.0,Colombia,Defender,Mallorca,La Liga,36,1,2
David Mokwa,20.0,France,"Defender, Forward",Hoffenheim,Bundesliga,2,0,0
Alberto Moleiro,20.0,Spain,"Forward, Midfielder",Las Palmas,La Liga,35,6,1
Nahuel Molina,26.0,Argentina,Defender,Atlético Madrid,La Liga,30,0,3
Florent Mollet,32.0,France,"Midfielder, Forward",Nantes,Ligue 1,9,0,0
Jon Moncayola,26.0,Spain,Midfielder,Osasuna,La Liga,32,0,0
Gonzalo Montiel,27.0,Argentina,"Defender, Midfielder",Sevilla,La Liga,6,0,0
Lorenzo Montipò,28.0,Italy,Goalkeeper,Hellas Verona,Serie A,36,0,0
Mikey Moore,16.0,England,Forward,Tottenham,Premier League,10,0,1
Álvaro Morata,31.0,Spain,"Forward, Midfielder",Milan,Serie A,16,5,0
Morato,23.0,Brazil,Defender,Nott'ham Forest,Premier League,26,0,0
Diego Moreira,19.0,Portugal,"Defender, Midfielder",Strasbourg,Ligue 1,32,2,7
Alberto Moreno,32.0,Spain,Defender,Como,Serie A,24,0,0
Álex Moreno,31.0,Spain,"Defender, Midfielder",Nott'ham Forest,Premier League,15,0,1
Gerard Moreno,32.0,Spain,Forward,Villarreal,La Liga,17,3,2
Matias Moreno,20.0,Argentina,Defender,Fiorentina,Serie A,4,0,0
Xavier Moreno,19.0,Spain,Forward,Valladolid,La Liga,1,0,0
