Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Justin Diehl,19.0,Germany,"Forward, Defender",Stuttgart,Bundesliga,6,1,0
Bamba Dieng,24.0,Senegal,Forward,Angers,Ligue 1,18,3,0
Eric Dier,30.0,England,Defender,Bayern Munich,Bundesliga,21,2,1
Lucas Digne,31.0,France,Defender,Aston Villa,Premier League,32,0,4
Kembo Diliwidi,18.0,France,Defender,Lens,Ligue 1,1,0,0
Federico Dimarco,26.0,Italy,"Defender, Forward",Inter,Serie A,33,4,7
Stole Dimitrievski,30.0,North Macedonia,Goalkeeper,Valencia,La Liga,4,0,0
Junior Dina Ebimbe,23.0,France,"Midfielder, Forward",Eint Frankfurt,Bundesliga,7,0,1
Eren Dinkçi,22.0,Germany,"Midfielder, Forward",Freiburg,Bundesliga,23,0,3
Sinaly Diomande,23.0,Côte d'Ivoire,Defender,Auxerre,Ligue 1,23,3,2
Yan Diomandé,17.0,Côte d'Ivoire,"Midfielder, Forward",Leganés,La Liga,10,2,1
Lois Diony,31.0,France,Forward,Angers,Ligue 1,1,0,0
Issa Diop,27.0,France,Defender,Fulham,Premier League,21,0,0
Sérigné Diop,19.0,Senegal,Forward,Brest,Ligue 1,2,0,0
Sofiane Diop,24.0,France,"Midfielder, Forward",Nice,Ligue 1,28,6,4
Andy Diouf,21.0,France,Midfielder,Lens,Ligue 1,34,1,2
Yehvann Diouf,24.0,France,Goalkeeper,Reims,Ligue 1,34,0,0
Assane Dioussé,26.0,Senegal,Midfielder,Auxerre,Ligue 1,17,0,0
Axel Disasi,26.0,France,Defender,Chelsea,Premier League,6,1,0
Roman Dixon,19.0,England,Defender,Everton,Premier League,1,0,0
Álvaro djaló,24.0,Spain,Forward,Athletic Club,La Liga,17,1,0
Djené,32.0,Togo,"Defender, Midfielder",Getafe,La Liga,31,0,0
Nasser Djiga,21.0,Burkina Faso,Defender,Wolves,Premier League,5,0,0
Berat Djimsiti,31.0,Albania,Defender,Atalanta,Serie A,34,1,2
Marko Dmitrović,32.0,Serbia,Goalkeeper,Leganés,La Liga,32,0,0
Ritsu Doan,26.0,Japan,"Forward, Midfielder",Freiburg,Bundesliga,34,10,7
Dodô,25.0,Brazil,Defender,Fiorentina,Serie A,35,0,5
Danilho Doekhi,26.0,Netherlands,Defender,Union Berlin,Bundesliga,34,1,1
Matt Doherty,32.0,Ireland,Defender,Wolves,Premier League,30,2,1
Jeremy Doku,22.0,Belgium,"Forward, Midfielder",Manchester City,Premier League,29,3,6
Marc Domenech,18.0,Spain,"Forward, Midfielder",Mallorca,La Liga,10,0,0
Álex Domínguez,26.0,Spain,Goalkeeper,Toulouse,Ligue 1,1,0,0
Benjamín Domínguez,20.0,Argentina,Forward,Bologna,Serie A,24,3,2
Carlos Dominguez,23.0,Spain,Defender,Celta Vigo,La Liga,19,0,0
Israel Domínguez,21.0,Spain,Forward,Sevilla,La Liga,1,0,0
Nicolás Domínguez,26.0,Argentina,"Midfielder, Forward",Nott'ham Forest,Premier League,34,0,1
Sergi Dominguez,19.0,Spain,Defender,Barcelona,La Liga,3,0,0
Gianluigi Donnarumma,25.0,Italy,Goalkeeper,Paris S-G,Ligue 1,24,0,0
Patrick Dorgu,19.0,Denmark,"Defender, Forward",Lecce,Serie A,21,3,1
Alfie Dorrington,19.0,England,Defender,Tottenham,Premier League,1,0,0
Niklas Dorsch,26.0,Germany,Midfielder,Heidenheim,Bundesliga,22,2,2
Alberto Dossena,25.0,Italy,Defender,Como,Serie A,23,0,2
Abdoulaye Doucouré,31.0,Mali,Midfielder,Everton,Premier League,33,3,2
Cheick Doucouré,24.0,Mali,Midfielder,Crystal Palace,Premier League,13,0,0
Sékou Doucoure,19.0,France,Defender,Nantes,Ligue 1,2,0,0
Désiré Doué,19.0,France,"Forward, Midfielder",Paris S-G,Ligue 1,31,6,6
Guela Doué,21.0,Côte d'Ivoire,Defender,Strasbourg,Ligue 1,32,1,2
Douglas,27.0,Brazil,Midfielder,Nantes,Ligue 1,28,4,2
Ismaël Doukouré,21.0,France,"Defender, Midfielder",Strasbourg,Ligue 1,31,1,1
Issa Doumbia,20.0,Côte d'Ivoire,Midfielder,Venezia,Serie A,24,0,0
Kamory Doumbia,21.0,Mali,"Midfielder, Forward",Brest,Ligue 1,30,3,2
Amidou Doumbouya,16.0,France,Defender,Nice,Ligue 1,2,0,0
Anastasios Douvikas,24.0,Greece,Forward,Celta Vigo,La Liga,20,3,1
Artem Dovbyk,27.0,Ukraine,Forward,Roma,Serie A,32,12,2
Flynn Downes,25.0,England,Midfielder,Southampton,Premier League,27,1,0
Tommy Doyle,22.0,England,Midfielder,Wolves,Premier League,24,0,1
Radu Drăgușin,22.0,Romania,Defender,Tottenham,Premier League,16,0,0
Patrick Drewes,31.0,Germany,Goalkeeper,Bochum,Bundesliga,21,0,0
Tim Drexler,19.0,Germany,Defender,Hoffenheim,Bundesliga,8,0,0
Domingos Duarte,29.0,Portugal,Defender,Getafe,La Liga,22,1,0
Martin Dúbravka,35.0,Slovakia,Goalkeeper,Newcastle Utd,Premier League,10,0,0
Marvin Ducksch,30.0,Germany,Forward,Werder Bremen,Bundesliga,32,8,8
Ondrej Duda,29.0,Slovakia,Midfielder,Hellas Verona,Serie A,28,1,3
Duk,24.0,Cabo Verde,"Midfielder, Forward",Leganés,La Liga,10,0,0
Denzel Dumfries,28.0,Netherlands,"Defender, Forward",Inter,Serie A,29,7,2
Alfred Duncan,31.0,Ghana,Midfielder,Venezia,Serie A,16,0,0
Lewis Dunk,32.0,England,Defender,Brighton,Premier League,25,0,0
Jáder Durán,20.0,Colombia,Forward,Aston Villa,Premier League,20,7,0
Pablo Durán,23.0,Spain,"Forward, Midfielder",Celta Vigo,La Liga,27,4,4
Julien Duranville,18.0,Belgium,"Forward, Midfielder",Dortmund,Bundesliga,12,0,0
Hugo Duro,24.0,Spain,Forward,Valencia,La Liga,31,11,2
Jean-Kevin Duverne,27.0,Haiti,Defender,Nantes,Ligue 1,9,0,0
Paulo Dybala,30.0,Argentina,"Forward, Midfielder",Roma,Serie A,24,6,3
Stefan Džodić,19.0,Serbia,"Defender, Midfielder",Montpellier,Ligue 1,7,0,0
Adam Dźwigała,28.0,Poland,"Defender, Midfielder",St. Pauli,Bundesliga,16,0,0
Aron Dønnum,26.0,Norway,"Defender, Midfielder",Toulouse,Ligue 1,32,2,2
Enzo Ebosse,25.0,Cameroon,Defender,Udinese,Serie A,2,0,0
Tyronne Ebuehi,28.0,Nigeria,"Defender, Midfielder",Empoli,Serie A,4,0,0
Claudio Echeverri,18.0,Argentina,Forward,Manchester City,Premier League,1,0,0
Ederson,30.0,Brazil,Goalkeeper,Manchester City,Premier League,26,0,4
Éderson,25.0,Brazil,Midfielder,Atalanta,Serie A,37,4,1
Noah Edjouma,18.0,France,"Midfielder, Forward",Toulouse,Ligue 1,10,2,0
George Edmundson,26.0,England,Defender,Ipswich Town,Premier League,1,0,0
Odsonne Édouard,26.0,France,Forward,Leicester City,Premier League,4,0,0
Samuel Edozie,21.0,England,"Defender, Forward",Southampton,Premier League,2,0,0
Ronnie Edwards,21.0,England,Defender,Southampton,Premier League,1,0,0
Johannes Eggestein,26.0,Germany,Forward,St. Pauli,Bundesliga,27,3,4
Maximilian Eggestein,27.0,Germany,Midfielder,Freiburg,Bundesliga,33,2,0
Kingsley Ehizibue,29.0,Netherlands,Defender,Udinese,Serie A,33,0,1
Chidera Ejuke,26.0,Nigeria,Forward,Sevilla,La Liga,25,2,1
Jeff Ekhator,17.0,Italy,"Forward, Midfielder",Genoa,Serie A,24,1,1
Hugo Ekitike,22.0,France,Forward,Eint Frankfurt,Bundesliga,33,15,8
Jurgen Ekkelenkamp,24.0,Netherlands,Midfielder,Udinese,Serie A,34,3,2
Jacques Ekomie,20.0,Gabon,"Defender, Forward",Angers,Ligue 1,18,0,0
Emmanuel Ekong,22.0,Sweden,"Midfielder, Forward",Empoli,Serie A,15,0,0
Caleb Ekuban,30.0,Ghana,Forward,Genoa,Serie A,18,1,3
Pierre Ekwah Elimby,22.0,France,Midfielder,Saint-Étienne,Ligue 1,29,1,0
Anthony Elanga,22.0,Sweden,"Forward, Midfielder",Nott'ham Forest,Premier League,38,6,11
Meschak Elia,26.0,"Congo, The Democratic Republic of the",Forward,Nantes,Ligue 1,8,1,0
Mikael Ellertsson,22.0,Iceland,"Defender, Midfielder",Venezia,Serie A,36,2,2
Harvey Elliott,21.0,England,Midfielder,Liverpool,Premier League,18,1,2
Elif Elmas,24.0,North Macedonia,Midfielder,RB Leipzig,Bundesliga,2,0,0
Aritz Elustondo,30.0,Spain,Defender,Real Sociedad,La Liga,22,0,0
Nico Elvedi,27.0,Switzerland,Defender,Gladbach,Bundesliga,25,1,1
Adri Embarba,32.0,Spain,"Forward, Midfielder",Rayo Vallecano,La Liga,35,1,1
Breel Embolo,27.0,Switzerland,"Forward, Midfielder",Monaco,Ligue 1,29,6,4
Emanuel Emegha,21.0,Netherlands,Forward,Strasbourg,Ligue 1,27,14,3
Emerson,25.0,Brazil,Defender,Milan,Serie A,17,0,0
Yunus Emre Konak,18.0,Türkiye,"Forward, Midfielder",Brentford,Premier League,10,0,0
Julio Enciso,20.0,Paraguay,"Midfielder, Forward",Brighton,Premier League,12,0,0
Wataru Endo,31.0,Japan,"Midfielder, Defender",Liverpool,Premier League,20,0,0
Endrick,18.0,Brazil,Forward,Real Madrid,La Liga,22,1,0
Yannik Engelhardt,23.0,Germany,"Midfielder, Defender",Como,Serie A,26,1,1
Arne Engels,20.0,Belgium,"Midfielder, Forward",Augsburg,Bundesliga,1,0,0
Christian Eriksen,32.0,Denmark,Midfielder,Manchester Utd,Premier League,23,1,2
Martin Erlic,26.0,Croatia,Defender,Bologna,Serie A,8,0,0
Patrick Erras,29.0,Germany,Defender,Holstein Kiel,Bundesliga,10,1,0
Alfonso Espino,32.0,Uruguay,Defender,Rayo Vallecano,La Liga,16,0,1
Sebastiano Esposito,22.0,Italy,"Forward, Midfielder",Empoli,Serie A,33,8,0
Romain Esse,19.0,England,Midfielder,Crystal Palace,Premier League,7,1,1
Samuel Essende,26.0,"Congo, The Democratic Republic of the",Forward,Augsburg,Bundesliga,30,7,2
Dario Essugo,19.0,Portugal,Midfielder,Las Palmas,La Liga,27,1,0
Estanis,20.0,Spain,Forward,Bologna,Serie A,1,0,0
Nahuel Estévez,28.0,Argentina,Midfielder,Parma,Serie A,14,0,0
Pervis Estupiñán,26.0,Ecuador,Defender,Brighton,Premier League,30,1,1
Etienne Eto'o,21.0,Cameroon,Forward,Rayo Vallecano,La Liga,2,0,0
Karl Etta,20.0,Cameroon,"Midfielder, Forward",Villarreal,La Liga,4,1,0
Evanilson,24.0,Brazil,Forward,Bournemouth,Premier League,31,10,1
Jonny Evans,36.0,Northern Ireland,Defender,Manchester Utd,Premier League,7,0,0
Edu Expósito,27.0,Spain,Midfielder,Espanyol,La Liga,19,0,2
Eberechi Eze,26.0,England,"Midfielder, Forward",Crystal Palace,Premier League,34,8,8
Abde Ezzalzouli,22.0,Morocco,"Forward, Midfielder",Betis,La Liga,32,2,2
Giovanni Fabbian,21.0,Italy,Midfielder,Bologna,Serie A,30,3,1
Łukasz Fabiański,39.0,Poland,Goalkeeper,West Ham,Premier League,14,0,0
Alieu Fadera,22.0,Gambia,"Forward, Defender",Como,Serie A,28,1,3
Wout Faes,26.0,Belgium,Defender,Leicester City,Premier League,34,1,0
Nicolò Fagioli,23.0,Italy,Midfielder,Juventus,Serie A,17,0,0
Romain Faivre,26.0,France,"Midfielder, Forward",Brest,Ligue 1,20,3,2
Wladimiro Falcone,29.0,Italy,Goalkeeper,Lecce,Serie A,38,0,0
Davide Faraoni,32.0,Italy,Defender,Hellas Verona,Serie A,8,0,0
Abdul Fatawu Issahaku,20.0,Ghana,Forward,Leicester City,Premier League,11,0,2
Ansu Fati,21.0,Spain,Forward,Barcelona,La Liga,6,0,0
Khalil Fayad,20.0,France,"Midfielder, Forward",Montpellier,Ligue 1,20,0,0
Jacopo Fazzini,21.0,Italy,Midfielder,Empoli,Serie A,20,4,1
Nabil Fekir,31.0,France,Midfielder,Betis,La Liga,2,0,1
Mattia Felici,23.0,Italy,"Midfielder, Forward",Cagliari,Serie A,20,0,3
Luiz Felipe,27.0,Italy,Defender,Marseille,Ligue 1,4,0,0
João Félix,24.0,Portugal,Midfielder,Milan,Serie A,15,2,0
Frank Feller,20.0,Germany,Goalkeeper,Heidenheim,Bundesliga,2,0,0
Kiko Femenía,33.0,Spain,Defender,Villarreal,La Liga,28,0,1
Evan Ferguson,19.0,Ireland,Forward,Brighton,Premier League,13,1,0
Lewis Ferguson,24.0,Scotland,Midfielder,Bologna,Serie A,16,1,1
Zinedine Ferhat,31.0,Algeria,"Forward, Midfielder",Angers,Ligue 1,24,2,0
Bruno Fernandes,29.0,Portugal,Midfielder,Manchester Utd,Premier League,36,8,10
Edimilson Fernandes,28.0,Switzerland,"Midfielder, Defender",Brest,Ligue 1,19,0,1
Mateus Fernandes,20.0,Portugal,Midfielder,Southampton,Premier League,36,2,4
Aitor Fernández,33.0,Spain,Goalkeeper,Osasuna,La Liga,1,0,0
Álvaro Fernández,26.0,Spain,Goalkeeper,Sevilla,La Liga,9,0,0
Enzo Fernández,23.0,Argentina,Midfielder,Chelsea,Premier League,36,6,7
Pelayo Fernandez,21.0,Spain,Defender,Rayo Vallecano,La Liga,2,0,0
Roberto Férnandez,22.0,Spain,Forward,Espanyol,La Liga,19,6,0
Valery Fernández,24.0,Spain,"Midfielder, Forward",Mallorca,La Liga,18,2,0
Matias Fernandez-Pardo,19.0,Belgium,"Forward, Midfielder",Lille,Ligue 1,22,4,2
André Ferreira,28.0,Portugal,Goalkeeper,Valladolid,La Liga,6,0,0
Jordan Ferri,32.0,France,Midfielder,Montpellier,Ligue 1,25,0,2
Daniel Fila,21.0,Czechia,Forward,Venezia,Serie A,10,2,0
Karol Fila,26.0,Poland,Midfielder,Strasbourg,Ligue 1,1,0,0
Kilian Fischer,23.0,Germany,Defender,Wolfsburg,Bundesliga,32,1,0
Mark Flekken,31.0,Netherlands,Goalkeeper,Brentford,Premier League,37,0,2
Alessandro Florenzi,33.0,Italy,Forward,Milan,Serie A,1,0,0
Mateo Flores,20.0,Spain,Midfielder,Betis,La Liga,6,0,0
Phil Foden,24.0,England,"Midfielder, Forward",Manchester City,Premier League,28,7,2
Malick Fofana,19.0,Belgium,Forward,Lyon,Ligue 1,29,5,4
Rayan Fofana,18.0,France,"Forward, Midfielder",Lens,Ligue 1,2,0,0
Seko Fofana,29.0,Côte d'Ivoire,Midfielder,Rennes,Ligue 1,16,1,1
Wesley Fofana,23.0,France,Defender,Chelsea,Premier League,14,0,0
Yahia Fofana,23.0,Côte d'Ivoire,Goalkeeper,Angers,Ligue 1,33,0,0
Youssouf Fofana,25.0,France,Midfielder,Milan,Serie A,35,1,6
Jonas Föhrenbach,28.0,Germany,Defender,Heidenheim,Bundesliga,27,0,1
Michael Folorunsho,26.0,Italy,"Forward, Midfielder",Napoli,Serie A,6,0,0
Lamine Fomba,26.0,France,Midfielder,Saint-Étienne,Ligue 1,7,0,0
Carlos Forbs,20.0,Portugal,"Midfielder, Forward",Wolves,Premier League,10,0,0
Pablo Fornals,28.0,Spain,"Midfielder, Forward",Betis,La Liga,26,2,0
Omari Forson,20.0,England,"Midfielder, Forward",Monza,Serie A,9,0,0
Fraser Forster,36.0,England,Goalkeeper,Tottenham,Premier League,7,0,0
Héctor Fort,17.0,Spain,Defender,Barcelona,La Liga,17,0,0
Dimitri Foulquier,31.0,France,Defender,Valencia,La Liga,32,0,1
Juan Foyth,26.0,Argentina,Defender,Villarreal,La Liga,19,1,0
Fran,19.0,Spain,Goalkeeper,Real Madrid,La Liga,1,0,0
Matheus França,20.0,Brazil,"Midfielder, Forward",Crystal Palace,Premier League,4,1,0
Alejandro Francés,21.0,Spain,Defender,Girona,La Liga,18,0,0
Przemysław Frankowski,29.0,Poland,Defender,Lens,Ligue 1,18,4,2
Enric Franquesa,27.0,Spain,"Defender, Forward",Leganés,La Liga,12,1,0
Ryan Fraser,30.0,Scotland,"Forward, Defender",Southampton,Premier League,8,0,0
Davide Frattesi,24.0,Italy,Midfielder,Inter,Serie A,28,5,1
Tyler Fredricson,19.0,England,Defender,Manchester Utd,Premier League,2,0,0
Morten Frendrup,23.0,Denmark,Midfielder,Genoa,Serie A,35,2,0
Martin Frese,26.0,Denmark,Defender,Hellas Verona,Serie A,11,0,0
Remo Freuler,32.0,Switzerland,Midfielder,Bologna,Serie A,37,1,2
Marco Friedl,26.0,Austria,Defender,Werder Bremen,Bundesliga,26,0,0
Marvin Friedrich,28.0,Germany,Defender,Gladbach,Bundesliga,22,0,1
Jeremie Frimpong,23.0,Netherlands,"Defender, Midfielder",Leverkusen,Bundesliga,33,5,5
Jorge de Frutos,27.0,Spain,"Forward, Midfielder",Rayo Vallecano,La Liga,36,6,3
Darío Fuentes,21.0,Spain,Defender,Sevilla,La Liga,1,0,0
Chris Führich,26.0,Germany,"Midfielder, Forward",Stuttgart,Bundesliga,33,2,3
Shiō Fukuda,20.0,Japan,Forward,Gladbach,Bundesliga,6,1,0
Angelo Fulgini,27.0,France,"Midfielder, Forward",Lens,Ligue 1,23,1,1
Niclas Füllkrug,31.0,Germany,Forward,West Ham,Premier League,18,3,2
Kyogo Furuhashi,29.0,Japan,Forward,Rennes,Ligue 1,6,0,0
Manuel Fuster,26.0,Spain,"Forward, Midfielder",Las Palmas,La Liga,28,2,1
Matteo Gabbia,24.0,Italy,Defender,Milan,Serie A,26,2,0
Tommaso Gabellini,17.0,Italy,Forward,Torino,Serie A,1,0,0
Tiago Gabriel,19.0,Portugal,Defender,Lecce,Serie A,2,0,0
Alessandro Gabrielloni,30.0,Italy,"Forward, Midfielder",Como,Serie A,15,1,1
Gianluca Gaetano,24.0,Italy,"Midfielder, Forward",Cagliari,Serie A,28,2,4
Roberto Gagliardini,30.0,Italy,"Midfielder, Defender",Monza,Serie A,8,0,0
Cody Gakpo,25.0,Netherlands,Forward,Liverpool,Premier League,35,10,4
Javi Galán,29.0,Spain,Defender,Atlético Madrid,La Liga,25,0,3
Iñigo Ruiz de Galarreta,30.0,Spain,Midfielder,Athletic Club,La Liga,26,0,4
Conor Gallagher,24.0,England,Midfielder,Atlético Madrid,La Liga,32,3,3
Antonino Gallo,24.0,Italy,Defender,Lecce,Serie A,31,0,2
Gauthier Gallon,31.0,France,Goalkeeper,Rennes,Ligue 1,1,0,0
Cristian Gamboa,34.0,Costa Rica,Defender,Bochum,Bundesliga,12,1,0
Idrissa Gana Gueye,34.0,Senegal,Midfielder,Everton,Premier League,37,0,3
Ignatius Ganago,25.0,Cameroon,"Forward, Midfielder",Nantes,Ligue 1,11,0,0
Silvère Ganvoula M'Boussy,28.0,Republic of the Congo,Forward,Monza,Serie A,7,0,0
Facundo Garcés,24.0,Argentina,Defender,Alavés,La Liga,10,0,0
Aleix García,27.0,Spain,Midfielder,Leverkusen,Bundesliga,28,3,4
Álvaro García,31.0,Spain,"Forward, Midfielder",Rayo Vallecano,La Liga,36,4,5
Andrés García,21.0,Spain,"Defender, Midfielder",Aston Villa,Premier League,7,0,0
Eric García,23.0,Spain,"Defender, Midfielder",Barcelona,La Liga,29,2,3
Fran Garcia,24.0,Spain,Defender,Real Madrid,La Liga,31,0,2
Gonzalo García,20.0,Spain,"Forward, Defender",Real Madrid,La Liga,3,0,1
Joan García,23.0,Spain,Goalkeeper,Espanyol,La Liga,38,0,0
Pablo Garcia,17.0,Spain,Forward,Betis,La Liga,3,0,0
Rubén García,31.0,Spain,"Forward, Midfielder",Osasuna,La Liga,36,5,5
Ulisses Garcia,28.0,Switzerland,Defender,Marseille,Ligue 1,20,2,2
Unai García,32.0,Spain,Defender,Osasuna,La Liga,3,0,0
Alejandro Garnacho,20.0,Argentina,"Midfielder, Forward",Manchester Utd,Premier League,36,6,2
James Garner,23.0,England,"Midfielder, Defender",Everton,Premier League,21,0,1
Yarek Gasiorowski,19.0,Spain,Defender,Valencia,La Liga,15,0,0
Federico Gatti,26.0,Italy,Defender,Juventus,Serie A,30,1,0
Gavi,19.0,Spain,"Midfielder, Forward",Barcelona,La Liga,26,1,1
Paulo Gazzaniga,32.0,Argentina,Goalkeeper,Girona,La Liga,36,0,0
Jean-Philippe Gbamin,28.0,Côte d'Ivoire,Midfielder,Nantes,Ligue 1,14,0,0
Mory Gbane,23.0,Côte d'Ivoire,"Defender, Midfielder",Reims,Ligue 1,13,0,1
Yann Gboho,23.0,France,"Midfielder, Forward",Toulouse,Ligue 1,31,5,4
David de Gea,33.0,Spain,Goalkeeper,Fiorentina,Serie A,35,0,1
Viggo Gebel,16.0,Germany,Midfielder,RB Leipzig,Bundesliga,1,0,0
Lutsharel Geertruida,24.0,Netherlands,Defender,RB Leipzig,Bundesliga,24,1,0
Dennis Geiger,26.0,Germany,"Midfielder, Forward",Hoffenheim,Bundesliga,20,0,0
Valentin Gendrey,24.0,France,Defender,Hoffenheim,Bundesliga,22,1,1
Denis Genreau,25.0,Australia,Midfielder,Toulouse,Ligue 1,8,0,0
Tyrique George,18.0,England,Forward,Chelsea,Premier League,8,1,1
Yannick Gerhardt,30.0,Germany,"Midfielder, Defender",Wolfsburg,Bundesliga,29,1,1
Max Geschwill,23.0,Germany,Defender,Holstein Kiel,Bundesliga,19,1,2
Daniele Ghilardi,21.0,Italy,Defender,Hellas Verona,Serie A,24,0,0
Lautaro Gianetti,30.0,Argentina,Defender,Udinese,Serie A,15,1,0
Dimitris Giannoulis,28.0,Greece,Defender,Augsburg,Bundesliga,31,1,4
Morgan Gibbs-White,24.0,England,Midfielder,Nott'ham Forest,Premier League,34,7,8
Samuel Gigot,30.0,France,Defender,Lazio,Serie A,15,2,0
Armin Gigovic,22.0,Bosnia and Herzegovina,Midfielder,Holstein Kiel,Bundesliga,31,5,1
Bryan Gil,23.0,Spain,"Forward, Midfielder",Girona,La Liga,25,3,3
Mario Gila,23.0,Spain,Defender,Lazio,Serie A,32,1,0
Billy Gilmour,23.0,Scotland,Midfielder,Napoli,Serie A,26,0,1
Benedikt Gimber,27.0,Germany,Defender,Heidenheim,Bundesliga,32,0,0
Santiago Giménez,23.0,Mexico,Forward,Milan,Serie A,14,5,2
Gvidas Gineitis,20.0,Lithuania,Midfielder,Torino,Serie A,30,3,1
Matthias Ginter,30.0,Germany,Defender,Freiburg,Bundesliga,32,2,1
Jamie Gittens,19.0,England,"Forward, Midfielder",Dortmund,Bundesliga,32,8,3
Serge Gnabry,29.0,Germany,"Forward, Midfielder",Bayern Munich,Bundesliga,27,7,5
Ben Godfrey,26.0,England,Defender,Atalanta,Serie A,1,0,0
Martial Godo,21.0,England,"Forward, Defender",Fulham,Premier League,2,0,0
Saba Goglichidze,20.0,Georgia,Defender,Empoli,Serie A,33,0,1
Edoardo Goldaniga,30.0,Italy,Defender,Como,Serie A,32,1,0
Michael Golding,18.0,England,Midfielder,Leicester City,Premier League,1,0,0
Pierluigi Gollini,29.0,Italy,Goalkeeper,Genoa,Serie A,7,0,0
Aleksandr Golovin,28.0,Russian Federation,"Midfielder, Forward",Monaco,Ligue 1,19,3,0
André Gomes,31.0,Portugal,Midfielder,Lille,Ligue 1,20,0,0
Angel Gomes,23.0,England,Midfielder,Lille,Ligue 1,14,1,1
João Gomes,23.0,Brazil,Midfielder,Wolves,Premier League,36,3,1
Rodrigo Gomes,21.0,Portugal,"Defender, Forward",Wolves,Premier League,25,2,0
Toti Gomes,25.0,Portugal,Defender,Wolves,Premier League,31,0,1
Carlos Gómez,21.0,Colombia,"Midfielder, Defender",Rennes,Ligue 1,17,3,0
Dani Gómez,26.0,Spain,Forward,Valencia,La Liga,14,2,0
Diego Gómez,21.0,Paraguay,Midfielder,Brighton,Premier League,16,1,0
Joe Gomez,27.0,England,Defender,Liverpool,Premier League,9,0,0
Moi Gómez,30.0,Spain,"Midfielder, Forward",Osasuna,La Liga,26,0,0
Sergi Gómez,32.0,Spain,Defender,Espanyol,La Liga,12,0,0
Sergio Gómez,23.0,Spain,"Midfielder, Defender",Real Sociedad,La Liga,37,2,5
Unai Gómez,21.0,Spain,"Midfielder, Forward",Athletic Club,La Liga,32,1,3
Tidiam Gomis,17.0,France,"Midfielder, Forward",RB Leipzig,Bundesliga,8,0,1
Fabio González,27.0,Spain,Midfielder,Las Palmas,La Liga,2,0,0
Nicolás González,26.0,Argentina,"Forward, Midfielder",Juventus,Serie A,26,3,2
Peter González,22.0,Dominican Republic,"Midfielder, Forward",Getafe,La Liga,17,0,0
Urko González,23.0,Spain,Midfielder,Real Sociedad,La Liga,1,0,0
Anthony Gordon,23.0,England,"Forward, Midfielder",Newcastle Utd,Premier League,34,6,5
Leon Goretzka,29.0,Germany,"Midfielder, Defender",Bayern Munich,Bundesliga,26,4,1
Mathieu Gorgelin,33.0,France,Goalkeeper,Le Havre,Ligue 1,16,0,0
Andoni Gorosabel,27.0,Spain,Defender,Athletic Club,La Liga,20,0,2
Robin Gosens,30.0,Germany,Defender,Union Berlin,Bundesliga,1,0,0
Mario Götze,32.0,Germany,"Midfielder, Forward",Eint Frankfurt,Bundesliga,24,3,2
Amine Gouiri,24.0,Algeria,"Midfielder, Forward",Rennes,Ligue 1,19,3,2
Lucas Gourna-Douath,20.0,France,Midfielder,Roma,Serie A,6,0,0
Jeffrey Gouweleeuw,33.0,Netherlands,Defender,Augsburg,Bundesliga,33,1,4
Kamil Grabara,25.0,Poland,Goalkeeper,Wolfsburg,Bundesliga,29,0,0
Jonathan Gradit,31.0,France,Defender,Lens,Ligue 1,25,0,0
José Gragera,23.0,Spain,Midfielder,Espanyol,La Liga,10,0,0
Samuel Grandsir,27.0,France,"Midfielder, Forward",Le Havre,Ligue 1,6,0,0
Alberto Grassi,29.0,Italy,Midfielder,Empoli,Serie A,28,1,0
Ryan Gravenberch,22.0,Netherlands,Midfielder,Liverpool,Premier League,37,0,4
Archie Gray,18.0,England,"Defender, Midfielder",Tottenham,Premier League,28,0,0
Jack Grealish,28.0,England,"Forward, Midfielder",Manchester City,Premier League,20,1,1
Jacob Greaves,23.0,England,Defender,Ipswich Town,Premier League,25,1,0
Mason Greenwood,22.0,England,"Forward, Midfielder",Marseille,Ligue 1,34,21,5
Michael Gregoritsch,30.0,Austria,Forward,Freiburg,Bundesliga,20,2,1
Dominik Greif,27.0,Slovakia,Goalkeeper,Mallorca,La Liga,31,0,0
Antoine Griezmann,33.0,France,"Forward, Midfielder",Atlético Madrid,La Liga,38,8,7
Vincenzo Grifo,31.0,Italy,"Forward, Midfielder",Freiburg,Bundesliga,34,8,11
Florian Grillitsch,28.0,Austria,Midfielder,Hoffenheim,Bundesliga,8,0,0
Álex Grimaldo,28.0,Spain,Defender,Leverkusen,Bundesliga,32,2,7
Pascal Groß,33.0,Germany,"Midfielder, Defender",Dortmund,Bundesliga,30,0,9
Brajan Gruda,20.0,Germany,"Midfielder, Forward",Brighton,Premier League,21,1,4
Marco Grüll,26.0,Austria,"Forward, Midfielder",Werder Bremen,Bundesliga,30,6,1
Albert Grønbaek,23.0,Denmark,"Midfielder, Forward",Rennes,Ligue 1,16,2,1
Vicente Guaita,37.0,Spain,Goalkeeper,Celta Vigo,La Liga,34,0,0
Sergi Guardiola,33.0,Spain,Forward,Rayo Vallecano,La Liga,16,0,0
Nemanja Gudelj,32.0,Serbia,"Midfielder, Defender",Sevilla,La Liga,31,1,1
Gabriel Gudmundsson,25.0,Sweden,Defender,Lille,Ligue 1,30,2,0
Gonçalo Guedes,27.0,Portugal,"Midfielder, Forward",Wolves,Premier League,29,2,4
Axel Gueguin,19.0,France,Forward,Montpellier,Ligue 1,1,0,0
