Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Bafodé Diakité,23.0,fr FRA,Defender,Lille,fr Ligue 1,31,4,1
Oumar Diakité,20.0,ci CIV,Forward,Reims,fr Ligue 1,26,4,1
Amad Diallo,22.0,ci CIV,"Midfielder, Forward",Manchester Utd,eng Premier League,26,8,6
Assane Diao,18.0,sn SEN,Forward,Betis,es La Liga,10,1,2
Habib Diarra,20.0,sn SEN,"Midfielder, Forward",Strasbourg,fr Ligue 1,30,4,5
Moussa Diarra,23.0,ml MLI,Defender,Alavés,es La Liga,26,0,0
Rúben Dias,27.0,pt POR,Defender,Manchester City,eng Premier League,27,0,0
Krépin Diatta,25.0,sn SEN,"Defender, Forward",Monaco,fr Ligue 1,19,0,0
Kandet Diawara,24.0,gn GUI,Forward,Le Havre,fr Ligue 1,1,0,0
Mahamadou Diawara,19.0,fr FRA,Midfielder,Lyon,fr Ligue 1,2,0,0
Brahim Díaz,24.0,ma MAR,"Forward, Midfielder",Real Madrid,es La Liga,31,4,2
Daniel Díaz,18.0,es ESP,Midfielder,Real Sociedad,es La Liga,1,0,0
Luis Díaz,27.0,co COL,Forward,Liverpool,eng Premier League,36,13,5
Pedro Díaz,26.0,es ESP,Midfielder,Rayo Vallecano,es La Liga,26,3,0
Tyler Dibling,18.0,eng ENG,"Forward, Midfielder",Southampton,eng Premier League,33,2,0
Diego,24.0,es ESP,Forward,Leganés,es La Liga,28,3,0
Justin Diehl,19.0,de GER,"Forward, Defender",Stuttgart,de Bundesliga,6,1,0
Bamba Dieng,24.0,sn SEN,Forward,Angers,fr Ligue 1,18,3,0
Eric Dier,30.0,eng ENG,Defender,Bayern Munich,de Bundesliga,21,2,1
Lucas Digne,31.0,fr FRA,Defender,Aston Villa,eng Premier League,32,0,4
Kembo Diliwidi,18.0,fr FRA,Defender,Lens,fr Ligue 1,1,0,0
Federico Dimarco,26.0,it ITA,"Defender, Forward",Inter,it Serie A,33,4,7
Stole Dimitrievski,30.0,mk MKD,Goalkeeper,Valencia,es La Liga,4,0,0
Junior Dina Ebimbe,23.0,fr FRA,"Midfielder, Forward",Eint Frankfurt,de Bundesliga,7,0,1
Eren Dinkçi,22.0,de GER,"Midfielder, Forward",Freiburg,de Bundesliga,23,0,3
Sinaly Diomande,23.0,ci CIV,Defender,Auxerre,fr Ligue 1,23,3,2
Yan Diomandé,17.0,ci CIV,"Midfielder, Forward",Leganés,es La Liga,10,2,1
Lois Diony,31.0,fr FRA,Forward,Angers,fr Ligue 1,1,0,0
Issa Diop,27.0,fr FRA,Defender,Fulham,eng Premier League,21,0,0
Sérigné Diop,19.0,sn SEN,Forward,Brest,fr Ligue 1,2,0,0
Sofiane Diop,24.0,fr FRA,"Midfielder, Forward",Nice,fr Ligue 1,28,6,4
Andy Diouf,21.0,fr FRA,Midfielder,Lens,fr Ligue 1,34,1,2
Yehvann Diouf,24.0,fr FRA,Goalkeeper,Reims,fr Ligue 1,34,0,0
Assane Dioussé,26.0,sn SEN,Midfielder,Auxerre,fr Ligue 1,17,0,0
Axel Disasi,26.0,fr FRA,Defender,Chelsea,eng Premier League,6,1,0
Roman Dixon,19.0,eng ENG,Defender,Everton,eng Premier League,1,0,0
Álvaro djaló,24.0,es ESP,Forward,Athletic Club,es La Liga,17,1,0
Djené,32.0,tg TOG,"Defender, Midfielder",Getafe,es La Liga,31,0,0
Nasser Djiga,21.0,bf BFA,Defender,Wolves,eng Premier League,5,0,0
Berat Djimsiti,31.0,al ALB,Defender,Atalanta,it Serie A,34,1,2
Marko Dmitrović,32.0,rs SRB,Goalkeeper,Leganés,es La Liga,32,0,0
Ritsu Doan,26.0,jp JPN,"Forward, Midfielder",Freiburg,de Bundesliga,34,10,7
Dodô,25.0,br BRA,Defender,Fiorentina,it Serie A,35,0,5
Danilho Doekhi,26.0,nl NED,Defender,Union Berlin,de Bundesliga,34,1,1
Matt Doherty,32.0,ie IRL,Defender,Wolves,eng Premier League,30,2,1
Jeremy Doku,22.0,be BEL,"Forward, Midfielder",Manchester City,eng Premier League,29,3,6
Marc Domenech,18.0,es ESP,"Forward, Midfielder",Mallorca,es La Liga,10,0,0
Álex Domínguez,26.0,es ESP,Goalkeeper,Toulouse,fr Ligue 1,1,0,0
Benjamín Domínguez,20.0,ar ARG,Forward,Bologna,it Serie A,24,3,2
Carlos Dominguez,23.0,es ESP,Defender,Celta Vigo,es La Liga,19,0,0
Israel Domínguez,21.0,es ESP,Forward,Sevilla,es La Liga,1,0,0
Nicolás Domínguez,26.0,ar ARG,"Midfielder, Forward",Nott'ham Forest,eng Premier League,34,0,1
Sergi Dominguez,19.0,es ESP,Defender,Barcelona,es La Liga,3,0,0
Gianluigi Donnarumma,25.0,it ITA,Goalkeeper,Paris S-G,fr Ligue 1,24,0,0
Patrick Dorgu,19.0,dk DEN,"Defender, Forward",Lecce,it Serie A,21,3,1
Alfie Dorrington,19.0,eng ENG,Defender,Tottenham,eng Premier League,1,0,0
Niklas Dorsch,26.0,de GER,Midfielder,Heidenheim,de Bundesliga,22,2,2
Alberto Dossena,25.0,it ITA,Defender,Como,it Serie A,23,0,2
Abdoulaye Doucouré,31.0,ml MLI,Midfielder,Everton,eng Premier League,33,3,2
Cheick Doucouré,24.0,ml MLI,Midfielder,Crystal Palace,eng Premier League,13,0,0
Sékou Doucoure,19.0,fr FRA,Defender,Nantes,fr Ligue 1,2,0,0
Désiré Doué,19.0,fr FRA,"Forward, Midfielder",Paris S-G,fr Ligue 1,31,6,6
Guela Doué,21.0,ci CIV,Defender,Strasbourg,fr Ligue 1,32,1,2
Douglas,27.0,br BRA,Midfielder,Nantes,fr Ligue 1,28,4,2
Ismaël Doukouré,21.0,fr FRA,"Defender, Midfielder",Strasbourg,fr Ligue 1,31,1,1
Issa Doumbia,20.0,ci CIV,Midfielder,Venezia,it Serie A,24,0,0
Kamory Doumbia,21.0,ml MLI,"Midfielder, Forward",Brest,fr Ligue 1,30,3,2
Amidou Doumbouya,16.0,fr FRA,Defender,Nice,fr Ligue 1,2,0,0
Anastasios Douvikas,24.0,gr GRE,Forward,Celta Vigo,es La Liga,20,3,1
Artem Dovbyk,27.0,ua UKR,Forward,Roma,it Serie A,32,12,2
Flynn Downes,25.0,eng ENG,Midfielder,Southampton,eng Premier League,27,1,0
Tommy Doyle,22.0,eng ENG,Midfielder,Wolves,eng Premier League,24,0,1
Radu Drăgușin,22.0,ro ROU,Defender,Tottenham,eng Premier League,16,0,0
Patrick Drewes,31.0,de GER,Goalkeeper,Bochum,de Bundesliga,21,0,0
Tim Drexler,19.0,de GER,Defender,Hoffenheim,de Bundesliga,8,0,0
Domingos Duarte,29.0,pt POR,Defender,Getafe,es La Liga,22,1,0
Martin Dúbravka,35.0,sk SVK,Goalkeeper,Newcastle Utd,eng Premier League,10,0,0
Marvin Ducksch,30.0,de GER,Forward,Werder Bremen,de Bundesliga,32,8,8
Ondrej Duda,29.0,sk SVK,Midfielder,Hellas Verona,it Serie A,28,1,3
Duk,24.0,cv CPV,"Midfielder, Forward",Leganés,es La Liga,10,0,0
Denzel Dumfries,28.0,nl NED,"Defender, Forward",Inter,it Serie A,29,7,2
Alfred Duncan,31.0,gh GHA,Midfielder,Venezia,it Serie A,16,0,0
Lewis Dunk,32.0,eng ENG,Defender,Brighton,eng Premier League,25,0,0
Jáder Durán,20.0,co COL,Forward,Aston Villa,eng Premier League,20,7,0
Pablo Durán,23.0,es ESP,"Forward, Midfielder",Celta Vigo,es La Liga,27,4,4
Julien Duranville,18.0,be BEL,"Forward, Midfielder",Dortmund,de Bundesliga,12,0,0
Hugo Duro,24.0,es ESP,Forward,Valencia,es La Liga,31,11,2
Jean-Kevin Duverne,27.0,ht HAI,Defender,Nantes,fr Ligue 1,9,0,0
Paulo Dybala,30.0,ar ARG,"Forward, Midfielder",Roma,it Serie A,24,6,3
Stefan Džodić,19.0,rs SRB,"Defender, Midfielder",Montpellier,fr Ligue 1,7,0,0
Adam Dźwigała,28.0,pl POL,"Defender, Midfielder",St. Pauli,de Bundesliga,16,0,0
Aron Dønnum,26.0,no NOR,"Defender, Midfielder",Toulouse,fr Ligue 1,32,2,2
Enzo Ebosse,25.0,cm CMR,Defender,Udinese,it Serie A,2,0,0
Tyronne Ebuehi,28.0,ng NGA,"Defender, Midfielder",Empoli,it Serie A,4,0,0
Claudio Echeverri,18.0,ar ARG,Forward,Manchester City,eng Premier League,1,0,0
Ederson,30.0,br BRA,Goalkeeper,Manchester City,eng Premier League,26,0,4
Éderson,25.0,br BRA,Midfielder,Atalanta,it Serie A,37,4,1
Noah Edjouma,18.0,fr FRA,"Midfielder, Forward",Toulouse,fr Ligue 1,10,2,0
George Edmundson,26.0,eng ENG,Defender,Ipswich Town,eng Premier League,1,0,0
Odsonne Édouard,26.0,fr FRA,Forward,Leicester City,eng Premier League,4,0,0
Samuel Edozie,21.0,eng ENG,"Defender, Forward",Southampton,eng Premier League,2,0,0
Ronnie Edwards,21.0,eng ENG,Defender,Southampton,eng Premier League,1,0,0
Johannes Eggestein,26.0,de GER,Forward,St. Pauli,de Bundesliga,27,3,4
Maximilian Eggestein,27.0,de GER,Midfielder,Freiburg,de Bundesliga,33,2,0
Kingsley Ehizibue,29.0,nl NED,Defender,Udinese,it Serie A,33,0,1
Chidera Ejuke,26.0,ng NGA,Forward,Sevilla,es La Liga,25,2,1
Jeff Ekhator,17.0,it ITA,"Forward, Midfielder",Genoa,it Serie A,24,1,1
Hugo Ekitike,22.0,fr FRA,Forward,Eint Frankfurt,de Bundesliga,33,15,8
Jurgen Ekkelenkamp,24.0,nl NED,Midfielder,Udinese,it Serie A,34,3,2
Jacques Ekomie,20.0,ga GAB,"Defender, Forward",Angers,fr Ligue 1,18,0,0
Emmanuel Ekong,22.0,se SWE,"Midfielder, Forward",Empoli,it Serie A,15,0,0
Caleb Ekuban,30.0,gh GHA,Forward,Genoa,it Serie A,18,1,3
Pierre Ekwah Elimby,22.0,fr FRA,Midfielder,Saint-Étienne,fr Ligue 1,29,1,0
Anthony Elanga,22.0,se SWE,"Forward, Midfielder",Nott'ham Forest,eng Premier League,38,6,11
Meschak Elia,26.0,cd COD,Forward,Nantes,fr Ligue 1,8,1,0
Mikael Ellertsson,22.0,is ISL,"Defender, Midfielder",Venezia,it Serie A,36,2,2
Harvey Elliott,21.0,eng ENG,Midfielder,Liverpool,eng Premier League,18,1,2
Elif Elmas,24.0,mk MKD,Midfielder,RB Leipzig,de Bundesliga,2,0,0
Aritz Elustondo,30.0,es ESP,Defender,Real Sociedad,es La Liga,22,0,0
Nico Elvedi,27.0,ch SUI,Defender,Gladbach,de Bundesliga,25,1,1
Adri Embarba,32.0,es ESP,"Forward, Midfielder",Rayo Vallecano,es La Liga,35,1,1
Breel Embolo,27.0,ch SUI,"Forward, Midfielder",Monaco,fr Ligue 1,29,6,4
Emanuel Emegha,21.0,nl NED,Forward,Strasbourg,fr Ligue 1,27,14,3
Emerson,25.0,br BRA,Defender,Milan,it Serie A,17,0,0
Yunus Emre Konak,18.0,tr TUR,"Forward, Midfielder",Brentford,eng Premier League,10,0,0
Julio Enciso,20.0,py PAR,"Midfielder, Forward",Brighton,eng Premier League,12,0,0
Wataru Endo,31.0,jp JPN,"Midfielder, Defender",Liverpool,eng Premier League,20,0,0
Endrick,18.0,br BRA,Forward,Real Madrid,es La Liga,22,1,0
Yannik Engelhardt,23.0,de GER,"Midfielder, Defender",Como,it Serie A,26,1,1
Arne Engels,20.0,be BEL,"Midfielder, Forward",Augsburg,de Bundesliga,1,0,0
Christian Eriksen,32.0,dk DEN,Midfielder,Manchester Utd,eng Premier League,23,1,2
Martin Erlic,26.0,hr CRO,Defender,Bologna,it Serie A,8,0,0
Patrick Erras,29.0,de GER,Defender,Holstein Kiel,de Bundesliga,10,1,0
Alfonso Espino,32.0,uy URU,Defender,Rayo Vallecano,es La Liga,16,0,1
Sebastiano Esposito,22.0,it ITA,"Forward, Midfielder",Empoli,it Serie A,33,8,0
Romain Esse,19.0,eng ENG,Midfielder,Crystal Palace,eng Premier League,7,1,1
Samuel Essende,26.0,cd COD,Forward,Augsburg,de Bundesliga,30,7,2
Dario Essugo,19.0,pt POR,Midfielder,Las Palmas,es La Liga,27,1,0
Estanis,20.0,es ESP,Forward,Bologna,it Serie A,1,0,0
Nahuel Estévez,28.0,ar ARG,Midfielder,Parma,it Serie A,14,0,0
Pervis Estupiñán,26.0,ec ECU,Defender,Brighton,eng Premier League,30,1,1
Etienne Eto'o,21.0,cm CMR,Forward,Rayo Vallecano,es La Liga,2,0,0
Karl Etta,20.0,cm CMR,"Midfielder, Forward",Villarreal,es La Liga,4,1,0
Evanilson,24.0,br BRA,Forward,Bournemouth,eng Premier League,31,10,1
Jake Evans,,,Forward,Leicester City,eng Premier League,4,0,0
Jonny Evans,36.0,nir NIR,Defender,Manchester Utd,eng Premier League,7,0,0
Edu Expósito,27.0,es ESP,Midfielder,Espanyol,es La Liga,19,0,2
Eberechi Eze,26.0,eng ENG,"Midfielder, Forward",Crystal Palace,eng Premier League,34,8,8
Abde Ezzalzouli,22.0,ma MAR,"Forward, Midfielder",Betis,es La Liga,32,2,2
Giovanni Fabbian,21.0,it ITA,Midfielder,Bologna,it Serie A,30,3,1
Łukasz Fabiański,39.0,pl POL,Goalkeeper,West Ham,eng Premier League,14,0,0
Alieu Fadera,22.0,gm GAM,"Forward, Defender",Como,it Serie A,28,1,3
Wout Faes,26.0,be BEL,Defender,Leicester City,eng Premier League,34,1,0
Nicolò Fagioli,23.0,it ITA,Midfielder,Juventus,it Serie A,17,0,0
Romain Faivre,26.0,fr FRA,"Midfielder, Forward",Brest,fr Ligue 1,20,3,2
Wladimiro Falcone,29.0,it ITA,Goalkeeper,Lecce,it Serie A,38,0,0
Davide Faraoni,32.0,it ITA,Defender,Hellas Verona,it Serie A,8,0,0
Abdul Fatawu Issahaku,20.0,gh GHA,Forward,Leicester City,eng Premier League,11,0,2
Ansu Fati,21.0,es ESP,Forward,Barcelona,es La Liga,6,0,0
Khalil Fayad,20.0,fr FRA,"Midfielder, Forward",Montpellier,fr Ligue 1,20,0,0
Jacopo Fazzini,21.0,it ITA,Midfielder,Empoli,it Serie A,20,4,1
Nabil Fekir,31.0,fr FRA,Midfielder,Betis,es La Liga,2,0,1
Mattia Felici,23.0,it ITA,"Midfielder, Forward",Cagliari,it Serie A,20,0,3
Luiz Felipe,27.0,it ITA,Defender,Marseille,fr Ligue 1,4,0,0
João Félix,24.0,pt POR,Midfielder,Milan,it Serie A,15,2,0
Frank Feller,20.0,de GER,Goalkeeper,Heidenheim,de Bundesliga,2,0,0
Kiko Femenía,33.0,es ESP,Defender,Villarreal,es La Liga,28,0,1
Evan Ferguson,19.0,ie IRL,Forward,Brighton,eng Premier League,13,1,0
Lewis Ferguson,24.0,sct SCO,Midfielder,Bologna,it Serie A,16,1,1
Zinedine Ferhat,31.0,dz ALG,"Forward, Midfielder",Angers,fr Ligue 1,24,2,0
Bruno Fernandes,29.0,pt POR,Midfielder,Manchester Utd,eng Premier League,36,8,10
Edimilson Fernandes,28.0,ch SUI,"Midfielder, Defender",Brest,fr Ligue 1,19,0,1
Mateus Fernandes,20.0,pt POR,Midfielder,Southampton,eng Premier League,36,2,4
Aitor Fernández,33.0,es ESP,Goalkeeper,Osasuna,es La Liga,1,0,0
Álvaro Fernández,26.0,es ESP,Goalkeeper,Sevilla,es La Liga,9,0,0
Enzo Fernández,23.0,ar ARG,Midfielder,Chelsea,eng Premier League,36,6,7
Pelayo Fernandez,21.0,es ESP,Defender,Rayo Vallecano,es La Liga,2,0,0
Roberto Férnandez,22.0,es ESP,Forward,Espanyol,es La Liga,19,6,0
Valery Fernández,24.0,es ESP,"Midfielder, Forward",Mallorca,es La Liga,18,2,0
Matias Fernandez-Pardo,19.0,be BEL,"Forward, Midfielder",Lille,fr Ligue 1,22,4,2
André Ferreira,28.0,pt POR,Goalkeeper,Valladolid,es La Liga,6,0,0
Jordan Ferri,32.0,fr FRA,Midfielder,Montpellier,fr Ligue 1,25,0,2
Daniel Fila,21.0,cz CZE,Forward,Venezia,it Serie A,10,2,0
Karol Fila,26.0,pl POL,Midfielder,Strasbourg,fr Ligue 1,1,0,0
Kilian Fischer,23.0,de GER,Defender,Wolfsburg,de Bundesliga,32,1,0
Mark Flekken,31.0,nl NED,Goalkeeper,Brentford,eng Premier League,37,0,2
Alessandro Florenzi,33.0,it ITA,Forward,Milan,it Serie A,1,0,0
Mateo Flores,20.0,es ESP,Midfielder,Betis,es La Liga,6,0,0
Phil Foden,24.0,eng ENG,"Midfielder, Forward",Manchester City,eng Premier League,28,7,2
Malick Fofana,19.0,be BEL,Forward,Lyon,fr Ligue 1,29,5,4
Rayan Fofana,18.0,fr FRA,"Forward, Midfielder",Lens,fr Ligue 1,2,0,0
Seko Fofana,29.0,ci CIV,Midfielder,Rennes,fr Ligue 1,16,1,1
Wesley Fofana,23.0,fr FRA,Defender,Chelsea,eng Premier League,14,0,0
Yahia Fofana,23.0,ci CIV,Goalkeeper,Angers,fr Ligue 1,33,0,0
Youssouf Fofana,25.0,fr FRA,Midfielder,Milan,it Serie A,35,1,6
Jonas Föhrenbach,28.0,de GER,Defender,Heidenheim,de Bundesliga,27,0,1
Michael Folorunsho,26.0,it ITA,"Forward, Midfielder",Napoli,it Serie A,6,0,0
Lamine Fomba,26.0,fr FRA,Midfielder,Saint-Étienne,fr Ligue 1,7,0,0
Carlos Forbs,20.0,pt POR,"Midfielder, Forward",Wolves,eng Premier League,10,0,0
Pablo Fornals,28.0,es ESP,"Midfielder, Forward",Betis,es La Liga,26,2,0
Omari Forson,20.0,eng ENG,"Midfielder, Forward",Monza,it Serie A,9,0,0
Fraser Forster,36.0,eng ENG,Goalkeeper,Tottenham,eng Premier League,7,0,0
Héctor Fort,17.0,es ESP,Defender,Barcelona,es La Liga,17,0,0
Dimitri Foulquier,31.0,fr FRA,Defender,Valencia,es La Liga,32,0,1
Juan Foyth,26.0,ar ARG,Defender,Villarreal,es La Liga,19,1,0
Fran,19.0,es ESP,Goalkeeper,Real Madrid,es La Liga,1,0,0
Matheus França,20.0,br BRA,"Midfielder, Forward",Crystal Palace,eng Premier League,4,1,0
Alejandro Francés,21.0,es ESP,Defender,Girona,es La Liga,18,0,0
Przemysław Frankowski,29.0,pl POL,Defender,Lens,fr Ligue 1,18,4,2
Enric Franquesa,27.0,es ESP,"Defender, Forward",Leganés,es La Liga,12,1,0
Ryan Fraser,30.0,sct SCO,"Forward, Defender",Southampton,eng Premier League,8,0,0
Davide Frattesi,24.0,it ITA,Midfielder,Inter,it Serie A,28,5,1
Tyler Fredricson,19.0,eng ENG,Defender,Manchester Utd,eng Premier League,2,0,0
Morten Frendrup,23.0,dk DEN,Midfielder,Genoa,it Serie A,35,2,0
Martin Frese,26.0,dk DEN,Defender,Hellas Verona,it Serie A,11,0,0
Remo Freuler,32.0,ch SUI,Midfielder,Bologna,it Serie A,37,1,2
Marco Friedl,26.0,at AUT,Defender,Werder Bremen,de Bundesliga,26,0,0
Marvin Friedrich,28.0,de GER,Defender,Gladbach,de Bundesliga,22,0,1
Jeremie Frimpong,23.0,nl NED,"Defender, Midfielder",Leverkusen,de Bundesliga,33,5,5
Jorge de Frutos,27.0,es ESP,"Forward, Midfielder",Rayo Vallecano,es La Liga,36,6,3
Darío Fuentes,21.0,es ESP,Defender,Sevilla,es La Liga,1,0,0
Chris Führich,26.0,de GER,"Midfielder, Forward",Stuttgart,de Bundesliga,33,2,3
Shiō Fukuda,20.0,jp JPN,Forward,Gladbach,de Bundesliga,6,1,0
Angelo Fulgini,27.0,fr FRA,"Midfielder, Forward",Lens,fr Ligue 1,23,1,1
Niclas Füllkrug,31.0,de GER,Forward,West Ham,eng Premier League,18,3,2
Kyogo Furuhashi,29.0,jp JPN,Forward,Rennes,fr Ligue 1,6,0,0
Manuel Fuster,26.0,es ESP,"Forward, Midfielder",Las Palmas,es La Liga,28,2,1
Matteo Gabbia,24.0,it ITA,Defender,Milan,it Serie A,26,2,0
Tommaso Gabellini,17.0,it ITA,Forward,Torino,it Serie A,1,0,0
Tiago Gabriel,19.0,pt POR,Defender,Lecce,it Serie A,2,0,0
Alessandro Gabrielloni,30.0,it ITA,"Forward, Midfielder",Como,it Serie A,15,1,1
Gianluca Gaetano,24.0,it ITA,"Midfielder, Forward",Cagliari,it Serie A,28,2,4
Roberto Gagliardini,30.0,it ITA,"Midfielder, Defender",Monza,it Serie A,8,0,0
Cody Gakpo,25.0,nl NED,Forward,Liverpool,eng Premier League,35,10,4
Javi Galán,29.0,es ESP,Defender,Atlético Madrid,es La Liga,25,0,3
Iñigo Ruiz de Galarreta,30.0,es ESP,Midfielder,Athletic Club,es La Liga,26,0,4
Conor Gallagher,24.0,eng ENG,Midfielder,Atlético Madrid,es La Liga,32,3,3
Antonino Gallo,24.0,it ITA,Defender,Lecce,it Serie A,31,0,2
Gauthier Gallon,31.0,fr FRA,Goalkeeper,Rennes,fr Ligue 1,1,0,0
Cristian Gamboa,34.0,cr CRC,Defender,Bochum,de Bundesliga,12,1,0
Idrissa Gana Gueye,34.0,sn SEN,Midfielder,Everton,eng Premier League,37,0,3
Ignatius Ganago,25.0,cm CMR,"Forward, Midfielder",Nantes,fr Ligue 1,11,0,0
Silvère Ganvoula M'Boussy,28.0,cg CGO,Forward,Monza,it Serie A,7,0,0
Facundo Garcés,24.0,ar ARG,Defender,Alavés,es La Liga,10,0,0
Aleix García,27.0,es ESP,Midfielder,Leverkusen,de Bundesliga,28,3,4
Álvaro García,31.0,es ESP,"Forward, Midfielder",Rayo Vallecano,es La Liga,36,4,5
Andrés García,21.0,es ESP,"Defender, Midfielder",Aston Villa,eng Premier League,7,0,0
Eric García,23.0,es ESP,"Defender, Midfielder",Barcelona,es La Liga,29,2,3
Fran Garcia,24.0,es ESP,Defender,Real Madrid,es La Liga,31,0,2
Gonzalo García,20.0,es ESP,"Forward, Defender",Real Madrid,es La Liga,3,0,1
Joan García,23.0,es ESP,Goalkeeper,Espanyol,es La Liga,38,0,0
Pablo Garcia,17.0,es ESP,Forward,Betis,es La Liga,3,0,0
Rubén García,31.0,es ESP,"Forward, Midfielder",Osasuna,es La Liga,36,5,5
Ulisses Garcia,28.0,ch SUI,Defender,Marseille,fr Ligue 1,20,2,2
Unai García,32.0,es ESP,Defender,Osasuna,es La Liga,3,0,0
Alejandro Garnacho,20.0,ar ARG,"Midfielder, Forward",Manchester Utd,eng Premier League,36,6,2
James Garner,23.0,eng ENG,"Midfielder, Defender",Everton,eng Premier League,21,0,1
Yarek Gasiorowski,19.0,es ESP,Defender,Valencia,es La Liga,15,0,0
Federico Gatti,26.0,it ITA,Defender,Juventus,it Serie A,30,1,0
Gavi,19.0,es ESP,"Midfielder, Forward",Barcelona,es La Liga,26,1,1
Paulo Gazzaniga,32.0,ar ARG,Goalkeeper,Girona,es La Liga,36,0,0
Jean-Philippe Gbamin,28.0,ci CIV,Midfielder,Nantes,fr Ligue 1,14,0,0
Mory Gbane,23.0,ci CIV,"Defender, Midfielder",Reims,fr Ligue 1,13,0,1
Yann Gboho,23.0,fr FRA,"Midfielder, Forward",Toulouse,fr Ligue 1,31,5,4
David de Gea,33.0,es ESP,Goalkeeper,Fiorentina,it Serie A,35,0,1
Viggo Gebel,16.0,de GER,Midfielder,RB Leipzig,de Bundesliga,1,0,0
Lutsharel Geertruida,24.0,nl NED,Defender,RB Leipzig,de Bundesliga,24,1,0
Dennis Geiger,26.0,de GER,"Midfielder, Forward",Hoffenheim,de Bundesliga,20,0,0
Valentin Gendrey,24.0,fr FRA,Defender,Hoffenheim,de Bundesliga,22,1,1
Denis Genreau,25.0,au AUS,Midfielder,Toulouse,fr Ligue 1,8,0,0
Tyrique George,18.0,eng ENG,Forward,Chelsea,eng Premier League,8,1,1
Yannick Gerhardt,30.0,de GER,"Midfielder, Defender",Wolfsburg,de Bundesliga,29,1,1
Max Geschwill,23.0,de GER,Defender,Holstein Kiel,de Bundesliga,19,1,2
Daniele Ghilardi,21.0,it ITA,Defender,Hellas Verona,it Serie A,24,0,0
Lautaro Gianetti,30.0,ar ARG,Defender,Udinese,it Serie A,15,1,0
Dimitris Giannoulis,28.0,gr GRE,Defender,Augsburg,de Bundesliga,31,1,4
Morgan Gibbs-White,24.0,eng ENG,Midfielder,Nott'ham Forest,eng Premier League,34,7,8
Samuel Gigot,30.0,fr FRA,Defender,Lazio,it Serie A,15,2,0
Armin Gigovic,22.0,ba BIH,Midfielder,Holstein Kiel,de Bundesliga,31,5,1
Bryan Gil,23.0,es ESP,"Forward, Midfielder",Girona,es La Liga,25,3,3
Mario Gila,23.0,es ESP,Defender,Lazio,it Serie A,32,1,0
Billy Gilmour,23.0,sct SCO,Midfielder,Napoli,it Serie A,26,0,1
Benedikt Gimber,27.0,de GER,Defender,Heidenheim,de Bundesliga,32,0,0
Santiago Giménez,23.0,mx MEX,Forward,Milan,it Serie A,14,5,2
Gvidas Gineitis,20.0,lt LTU,Midfielder,Torino,it Serie A,30,3,1
Matthias Ginter,30.0,de GER,Defender,Freiburg,de Bundesliga,32,2,1
Jamie Gittens,19.0,eng ENG,"Forward, Midfielder",Dortmund,de Bundesliga,32,8,3
Serge Gnabry,29.0,de GER,"Forward, Midfielder",Bayern Munich,de Bundesliga,27,7,5
Ben Godfrey,26.0,eng ENG,Defender,Atalanta,it Serie A,1,0,0
Martial Godo,21.0,eng ENG,"Forward, Defender",Fulham,eng Premier League,2,0,0
Saba Goglichidze,20.0,ge GEO,Defender,Empoli,it Serie A,33,0,1
Edoardo Goldaniga,30.0,it ITA,Defender,Como,it Serie A,32,1,0
Michael Golding,18.0,eng ENG,Midfielder,Leicester City,eng Premier League,1,0,0
Pierluigi Gollini,29.0,it ITA,Goalkeeper,Genoa,it Serie A,7,0,0
Aleksandr Golovin,28.0,ru RUS,"Midfielder, Forward",Monaco,fr Ligue 1,19,3,0
André Gomes,31.0,pt POR,Midfielder,Lille,fr Ligue 1,20,0,0
Angel Gomes,23.0,eng ENG,Midfielder,Lille,fr Ligue 1,14,1,1
João Gomes,23.0,br BRA,Midfielder,Wolves,eng Premier League,36,3,1
Rodrigo Gomes,21.0,pt POR,"Defender, Forward",Wolves,eng Premier League,25,2,0
Toti Gomes,25.0,pt POR,Defender,Wolves,eng Premier League,31,0,1
Carlos Gómez,21.0,co COL,"Midfielder, Defender",Rennes,fr Ligue 1,17,3,0
Dani Gómez,26.0,es ESP,Forward,Valencia,es La Liga,14,2,0
Diego Gómez,21.0,py PAR,Midfielder,Brighton,eng Premier League,16,1,0
Joe Gomez,27.0,eng ENG,Defender,Liverpool,eng Premier League,9,0,0
Moi Gómez,30.0,es ESP,"Midfielder, Forward",Osasuna,es La Liga,26,0,0
Sergi Gómez,32.0,es ESP,Defender,Espanyol,es La Liga,12,0,0
Sergio Gómez,23.0,es ESP,"Midfielder, Defender",Real Sociedad,es La Liga,37,2,5
Unai Gómez,21.0,es ESP,"Midfielder, Forward",Athletic Club,es La Liga,32,1,3
Tidiam Gomis,17.0,fr FRA,"Midfielder, Forward",RB Leipzig,de Bundesliga,8,0,1
Fabio González,27.0,es ESP,Midfielder,Las Palmas,es La Liga,2,0,0
Nicolás González,26.0,ar ARG,"Forward, Midfielder",Juventus,it Serie A,26,3,2
Peter González,22.0,do DOM,"Midfielder, Forward",Getafe,es La Liga,17,0,0
Urko González,23.0,es ESP,Midfielder,Real Sociedad,es La Liga,1,0,0
Anthony Gordon,23.0,eng ENG,"Forward, Midfielder",Newcastle Utd,eng Premier League,34,6,5
Leon Goretzka,29.0,de GER,"Midfielder, Defender",Bayern Munich,de Bundesliga,26,4,1
