Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
David Preu,19.0,de GER,"Midfielder, Defender",Union Berlin,de Bundesliga,5,0,0
Grischa Prömel,29.0,de GER,Midfielder,Hoffenheim,de Bundesliga,2,0,0
Ivan Provedel,30.0,it ITA,Goalkeeper,Lazio,it Serie A,29,0,0
Ivan Prtajin,28.0,hr CRO,Forward,Union Berlin,de Bundesliga,5,0,0
Javi Puado,26.0,es ESP,"Forward, Midfielder",Espanyol,es La Liga,35,12,4
Tymoteusz Puchacz,25.0,pl POL,Defender,Holstein Kiel,de Bundesliga,10,0,1
Diego Pugno,18.0,it ITA,Forward,Juventus,it Serie A,1,0,0
Christian Pulisic,25.0,us USA,"Forward, Midfielder",Milan,it Serie A,34,11,9
Jarell Quansah,21.0,eng ENG,Defender,Liverpool,eng Premier League,13,0,0
Leopold Querfeld,20.0,at AUT,Defender,Union Berlin,de Bundesliga,27,2,2
Dani Raba,28.0,es ESP,"Forward, Midfielder",Leganés,es La Liga,29,8,6
Adrien Rabiot,29.0,fr FRA,Midfielder,Marseille,fr Ligue 1,29,9,4
Ionuț Radu,27.0,ro ROU,Goalkeeper,Venezia,it Serie A,15,0,0
Hamza Rafia,25.0,tn TUN,Midfielder,Lecce,it Serie A,18,0,0
Hákon Rafn Valdimarsson,22.0,is ISL,Goalkeeper,Brentford,eng Premier League,2,0,0
Arnau Rafús,21.0,es ESP,Goalkeeper,Valladolid,es La Liga,1,0,0
Antonio Raillo,32.0,es ESP,Defender,Mallorca,es La Liga,36,2,0
Antonio Raimondo,20.0,it ITA,"Forward, Defender",Venezia,it Serie A,9,0,0
Ylber Ramadani,28.0,al ALB,Midfielder,Lecce,it Serie A,29,1,1
Benito Ramírez,29.0,es ESP,"Defender, Forward",Las Palmas,es La Liga,19,0,0
Sandro Ramírez,29.0,es ESP,"Forward, Midfielder",Las Palmas,es La Liga,31,9,3
Jacobo Ramón,19.0,es ESP,Defender,Real Madrid,es La Liga,3,1,0
Gonçalo Ramos,23.0,pt POR,Forward,Paris S-G,fr Ligue 1,22,10,3
Aaron Ramsdale,26.0,eng ENG,Goalkeeper,Southampton,eng Premier League,30,0,0
Jacob Ramsey,23.0,eng ENG,"Forward, Midfielder",Aston Villa,eng Premier League,29,1,3
Luca Ranieri,25.0,it ITA,Defender,Fiorentina,it Serie A,36,1,3
Grant Ranos,21.0,am ARM,Forward,Gladbach,de Bundesliga,2,0,0
Lilian Raolisoa,24.0,fr FRA,"Defender, Forward",Angers,fr Ligue 1,29,0,3
Raphinha,27.0,br BRA,"Forward, Midfielder",Barcelona,es La Liga,36,18,9
Marcus Rashford,26.0,eng ENG,Forward,Aston Villa,eng Premier League,10,2,2
Giacomo Raspadori,24.0,it ITA,"Forward, Midfielder",Napoli,it Serie A,26,6,1
Andrei Ratiu,26.0,ro ROU,Defender,Rayo Vallecano,es La Liga,35,2,3
Raúl,23.0,es ESP,"Forward, Midfielder",Osasuna,es La Liga,32,4,0
David Raum,26.0,de GER,Defender,RB Leipzig,de Bundesliga,22,1,5
Federico Ravaglia,24.0,it ITA,Goalkeeper,Bologna,it Serie A,12,0,0
Rayan Raveloson,27.0,mg MAD,"Midfielder, Defender",Auxerre,fr Ligue 1,13,1,0
David Raya,28.0,es ESP,Goalkeeper,Arsenal,eng Premier League,38,0,0
Abderrahman Rebbach,25.0,dz ALG,"Forward, Midfielder",Alavés,es La Liga,8,0,0
Ante Rebić,30.0,hr CRO,"Forward, Midfielder",Lecce,it Serie A,27,1,0
Harrison Reed,29.0,eng ENG,Midfielder,Fulham,eng Premier League,12,0,0
Remy Rees-Dottin,18.0,eng ENG,Forward,Bournemouth,eng Premier League,1,0,0
Sergio Reguilón,27.0,es ESP,Defender,Tottenham,eng Premier League,4,0,0
Tijjani Reijnders,26.0,nl NED,Midfielder,Milan,it Serie A,37,10,4
Pepe Reina,41.0,es ESP,Goalkeeper,Como,it Serie A,12,0,0
Vitor Reis,18.0,br BRA,Defender,Manchester City,eng Premier League,1,0,0
Rocco Reitz,22.0,de GER,Midfielder,Gladbach,de Bundesliga,27,2,1
Nicolai Remberg,24.0,de GER,Midfielder,Holstein Kiel,de Bundesliga,32,0,1
Álex Remiro,29.0,es ESP,Goalkeeper,Real Sociedad,es La Liga,36,0,0
Devyne Rensch,21.0,nl NED,Defender,Roma,it Serie A,14,0,1
Daniel Requena,20.0,es ESP,Midfielder,Villarreal,es La Liga,1,0,0
Guillaume Restes,19.0,fr FRA,Goalkeeper,Toulouse,fr Ligue 1,29,0,1
Mateo Retegui,25.0,it ITA,Forward,Atalanta,it Serie A,36,25,8
Elvis Rexhbeçaj,26.0,xk KVX,Midfielder,Augsburg,de Bundesliga,27,1,1
Gio Reyna,21.0,us USA,Midfielder,Dortmund,de Bundesliga,16,2,0
Chadi Riad,21.0,ma MAR,Defender,Crystal Palace,eng Premier League,1,0,0
Alexsandro Ribeiro,24.0,br BRA,Defender,Lille,fr Ligue 1,30,1,1
Samuele Ricci,22.0,it ITA,Midfielder,Torino,it Serie A,34,1,1
Declan Rice,25.0,eng ENG,Midfielder,Arsenal,eng Premier League,35,4,7
Chris Richards,24.0,us USA,Defender,Crystal Palace,eng Premier League,24,1,0
Amir Richardson,22.0,ma MAR,Midfielder,Fiorentina,it Serie A,27,1,1
Richarlison,27.0,br BRA,Forward,Tottenham,eng Premier League,15,4,1
Diego Rico,31.0,es ESP,Defender,Getafe,es La Liga,33,0,3
Fabian Rieder,22.0,ch SUI,"Midfielder, Forward",Stuttgart,de Bundesliga,21,1,3
Lasse Rieß,23.0,de GER,Goalkeeper,Mainz 05,de Bundesliga,2,0,0
Luis Rioja,30.0,es ESP,"Midfielder, Forward",Valencia,es La Liga,36,5,3
Rodrigo Riquelme,24.0,es ESP,"Midfielder, Defender",Atlético Madrid,es La Liga,16,0,1
Alberto Risco,18.0,es ESP,"Midfielder, Forward",Getafe,es La Liga,5,0,0
Mihailo Ristić,28.0,rs SRB,"Defender, Midfielder",Celta Vigo,es La Liga,10,0,1
Lars Ritzka,26.0,de GER,"Defender, Midfielder",St. Pauli,de Bundesliga,21,1,0
Gorka Rivera Alonso,19.0,es ESP,"Defender, Midfielder",Getafe,es La Liga,1,0,0
Sergi Roberto,32.0,es ESP,Midfielder,Como,it Serie A,13,0,1
Andrew Robertson,30.0,sct SCO,Defender,Liverpool,eng Premier League,33,0,1
Antonee Robinson,26.0,us USA,Defender,Fulham,eng Premier League,36,0,10
Jay Robinson,17.0,eng ENG,"Midfielder, Forward",Southampton,eng Premier League,4,0,0
Marc Roca,27.0,es ESP,Midfielder,Betis,es La Liga,14,2,2
Rodri,24.0,es ESP,Forward,Betis,es La Liga,3,0,0
Adrian Rodriguez,23.0,es ESP,Goalkeeper,Alavés,es La Liga,2,0,0
Alejandro Rodriguez,16.0,pt POR,Midfielder,Lyon,fr Ligue 1,1,0,0
Álvaro Rodríguez,20.0,uy URU,Forward,Getafe,es La Liga,22,2,0
Óscar Rodríguez Arnaiz,26.0,es ESP,"Midfielder, Forward",Leganés,es La Liga,29,1,4
Arturo Rodríguez,17.0,es ESP,Forward,Las Palmas,es La Liga,1,0,0
Damián Rodríguez,21.0,es ESP,Midfielder,Celta Vigo,es La Liga,17,0,0
Dani Rodríguez,36.0,es ESP,"Midfielder, Forward",Mallorca,es La Liga,37,4,7
Daniel Rodriguez,18.0,es ESP,Forward,Barcelona,es La Liga,1,0,0
Guido Rodríguez,30.0,ar ARG,Midfielder,West Ham,eng Premier League,23,0,1
James Rodríguez,33.0,co COL,"Midfielder, Forward",Rayo Vallecano,es La Liga,6,0,0
Javi Rodríguez,21.0,es ESP,Defender,Celta Vigo,es La Liga,36,3,2
Jesus Rodríguez,18.0,es ESP,Forward,Betis,es La Liga,21,2,0
Kirian Rodríguez,28.0,es ESP,Midfielder,Las Palmas,es La Liga,21,0,3
Ricardo Rodríguez,31.0,ch SUI,Defender,Betis,es La Liga,18,0,1
Rodrygo,23.0,br BRA,"Forward, Midfielder",Real Madrid,es La Liga,30,6,5
Mads Roerslev,25.0,dk DEN,Defender,Wolfsburg,de Bundesliga,7,0,0
Morgan Rogers,22.0,eng ENG,"Forward, Midfielder",Aston Villa,eng Premier League,37,8,10
Merlin Röhl,22.0,de GER,"Midfielder, Forward",Freiburg,de Bundesliga,19,0,1
Alessio Romagnoli,29.0,it ITA,Defender,Lazio,it Serie A,32,2,0
Leo Román,24.0,es ESP,Goalkeeper,Mallorca,es La Liga,7,0,0
Carlos Romero,22.0,es ESP,Defender,Espanyol,es La Liga,34,2,1
Cristian Romero,26.0,ar ARG,Defender,Tottenham,eng Premier League,18,1,0
Isaac Romero,24.0,es ESP,Forward,Sevilla,es La Liga,31,4,2
Luka Romero,19.0,ar ARG,"Forward, Midfielder",Alavés,es La Liga,6,0,0
Oriol Romeu,32.0,es ESP,Midfielder,Girona,es La Liga,25,0,0
Valentin Rongier,29.0,fr FRA,"Midfielder, Defender",Marseille,fr Ligue 1,25,3,1
Marten de Roon,33.0,nl NED,"Midfielder, Defender",Atalanta,it Serie A,36,4,4
Vitor Roque,19.0,br BRA,Forward,Betis,es La Liga,22,4,0
Pablo Rosario,27.0,nl NED,"Midfielder, Defender",Nice,fr Ligue 1,29,3,1
Lasse Rosenboom,22.0,de GER,Defender,Holstein Kiel,de Bundesliga,26,2,2
Max Rosenfelder,21.0,de GER,Defender,Freiburg,de Bundesliga,25,1,0
Valentin Rosier,27.0,fr FRA,Defender,Leganés,es La Liga,32,1,2
Tom Rothe,19.0,de GER,"Defender, Midfielder",Union Berlin,de Bundesliga,26,3,3
Anthony Rouault,23.0,fr FRA,Defender,Stuttgart,de Bundesliga,18,1,0
Jonas Rouhi,20.0,se SWE,Defender,Juventus,it Serie A,5,0,0
Jérôme Roussillon,31.0,fr FRA,"Defender, Midfielder",Union Berlin,de Bundesliga,7,0,0
Nicolò Rovella,22.0,it ITA,Midfielder,Lazio,it Serie A,33,0,3
Jon Rowe,21.0,eng ENG,"Forward, Midfielder",Marseille,fr Ligue 1,28,3,3
Amir Rrahmani,30.0,xk KVX,Defender,Napoli,it Serie A,38,1,3
Tommaso Rubino,17.0,it ITA,Midfielder,Fiorentina,it Serie A,1,0,0
Antonio Rüdiger,31.0,de GER,Defender,Real Madrid,es La Liga,29,0,0
Matteo Ruggeri,22.0,it ITA,Defender,Atalanta,it Serie A,30,0,3
Aitor Ruibal,28.0,es ESP,"Defender, Forward",Betis,es La Liga,29,1,3
Abel Ruiz,24.0,es ESP,Forward,Girona,es La Liga,23,4,0
Ferrán Ruiz,21.0,es ESP,Midfielder,Girona,es La Liga,1,0,0
Fabián Ruiz Peña,28.0,es ESP,Midfielder,Paris S-G,fr Ligue 1,30,4,5
Gerónimo Rulli,32.0,ar ARG,Goalkeeper,Marseille,fr Ligue 1,34,0,0
Georginio Rutter,22.0,fr FRA,"Midfielder, Forward",Brighton,eng Premier League,28,5,3
Mathew Ryan,32.0,au AUS,Goalkeeper,Lens,fr Ligue 1,14,0,0
Julian Ryerson,26.0,no NOR,Defender,Dortmund,de Bundesliga,29,2,3
Frederik Rønnow,31.0,dk DEN,Goalkeeper,Union Berlin,de Bundesliga,28,0,0
José Sá,31.0,pt POR,Goalkeeper,Wolves,eng Premier League,29,0,0
Elias Saad,24.0,tn TUN,"Forward, Midfielder",St. Pauli,de Bundesliga,18,3,2
Youssouf Sabaly,31.0,sn SEN,Defender,Betis,es La Liga,22,0,1
Emmanuel Sabbi,26.0,us USA,"Forward, Midfielder",Le Havre,fr Ligue 1,15,0,0
Stefano Sabelli,31.0,it ITA,Defender,Genoa,it Serie A,34,0,2
Marcel Sabitzer,30.0,at AUT,Midfielder,Dortmund,de Bundesliga,26,1,0
Falaye Sacko,29.0,ml MLI,Defender,Montpellier,fr Ligue 1,16,0,1
Umar Sadiq,27.0,ng NGA,Forward,Real Sociedad,es La Liga,7,0,0
Alexis Saelemaekers,25.0,be BEL,"Defender, Forward",Milan,it Serie A,1,0,0
Jorge Sáenz,27.0,es ESP,Defender,Leganés,es La Liga,23,1,0
Matvei Safonov,25.0,ru RUS,Goalkeeper,Paris S-G,fr Ligue 1,10,0,0
Modibo Sagnan,25.0,ml MLI,Defender,Montpellier,fr Ligue 1,27,2,0
Richie Sagrado,20.0,be BEL,Defender,Venezia,it Serie A,3,0,0
Osame Sahraoui,23.0,ma MAR,"Forward, Midfielder",Lille,fr Ligue 1,30,3,3
Wesley Saïd,29.0,fr FRA,Forward,Lens,fr Ligue 1,24,3,0
Théo Sainte-Luce,25.0,fr FRA,Defender,Montpellier,fr Ligue 1,16,1,0
Bukayo Saka,22.0,eng ENG,"Forward, Midfielder",Arsenal,eng Premier League,25,6,10
Faik Sakar,16.0,de GER,Midfielder,RB Leipzig,de Bundesliga,1,0,0
Marco Sala,25.0,it ITA,Defender,Lecce,it Serie A,2,0,0
Ibrahim Salah,22.0,ma MAR,Forward,Brest,fr Ligue 1,12,1,1
Mohamed Salah,32.0,eg EGY,Forward,Liverpool,eng Premier League,38,29,18
Anass Salah-Eddine,22.0,nl NED,Defender,Roma,it Serie A,3,0,1
Amine Salama,24.0,fr FRA,Forward,Reims,fr Ligue 1,17,0,0
Jan Salas,18.0,es ESP,"Midfielder, Forward",Mallorca,es La Liga,4,0,0
Kike Salas,22.0,es ESP,Defender,Sevilla,es La Liga,31,3,2
Manolis Saliakas,27.0,gr GRE,"Midfielder, Defender",St. Pauli,de Bundesliga,30,2,1
William Saliba,23.0,fr FRA,Defender,Arsenal,eng Premier League,35,2,0
Mohammed Salisu,25.0,gh GHA,Defender,Monaco,fr Ligue 1,15,1,0
Roland Sallai,27.0,hu HUN,"Forward, Midfielder",Freiburg,de Bundesliga,2,0,0
Yoann Salmier,31.0,gf GUF,Defender,Le Havre,fr Ligue 1,13,0,0
Lazar Samardzic,22.0,rs SRB,Midfielder,Atalanta,it Serie A,31,2,1
Diadie Samassékou,28.0,ml MLI,Midfielder,Hoffenheim,de Bundesliga,8,0,0
Mama Samba Baldé,28.0,gw GNB,Forward,Brest,fr Ligue 1,27,2,3
Brice Samba,30.0,fr FRA,Goalkeeper,Lens,fr Ligue 1,15,0,0
Albert Sambi Lokonga,24.0,be BEL,Midfielder,Sevilla,es La Liga,22,0,2
Junior Sambia,27.0,fr FRA,"Defender, Forward",Empoli,it Serie A,17,0,0
Chuky san jose,20.0,es ESP,Midfielder,Valladolid,es La Liga,18,2,0
Antonio Sanabria,28.0,py PAR,Forward,Torino,it Serie A,26,2,1
Oihan Sancet,24.0,es ESP,Midfielder,Athletic Club,es La Liga,29,15,1
Alexis Sánchez,35.0,cl CHI,Forward,Udinese,it Serie A,13,0,0
Antonio Sánchez,27.0,es ESP,"Midfielder, Defender",Mallorca,es La Liga,33,0,0
Iván Sánchez,31.0,es ESP,"Midfielder, Forward",Valladolid,es La Liga,32,2,1
Javi Sánchez,27.0,es ESP,Defender,Valladolid,es La Liga,25,2,0
Juanlu Sánchez,20.0,es ESP,"Midfielder, Defender",Sevilla,es La Liga,32,4,4
Manu Sánchez,23.0,es ESP,Defender,Alavés,es La Liga,33,1,0
Robert Sánchez,26.0,es ESP,Goalkeeper,Chelsea,eng Premier League,32,0,0
Jadon Sancho,24.0,eng ENG,Forward,Chelsea,eng Premier League,31,3,4
Philipp Sander,26.0,de GER,Midfielder,Gladbach,de Bundesliga,27,1,0
James Sands,24.0,us USA,"Midfielder, Defender",St. Pauli,de Bundesliga,7,0,0
Leroy Sané,28.0,de GER,Forward,Bayern Munich,de Bundesliga,30,11,5
Arouna Sangante,22.0,sn SEN,Defender,Le Havre,fr Ligue 1,16,3,0
Ibrahim Sangaré,26.0,ci CIV,Midfielder,Nott'ham Forest,eng Premier League,13,0,1
Nhoa Sangui,18.0,fr FRA,"Defender, Midfielder",Reims,fr Ligue 1,26,0,2
Maroan Sannadi,23.0,es ESP,Forward,Athletic Club,es La Liga,16,1,1
Kaishu Sano,23.0,jp JPN,Midfielder,Mainz 05,de Bundesliga,34,0,0
Morgan Sanson,29.0,fr FRA,Midfielder,Nice,fr Ligue 1,6,3,0
Nicola Sansone,32.0,it ITA,"Midfielder, Forward",Lecce,it Serie A,5,0,0
Baptiste Santamaria,29.0,fr FRA,Midfielder,Rennes,fr Ligue 1,10,0,1
Jesús Santiago,20.0,es ESP,Midfielder,Getafe,es La Liga,19,0,0
Andrey Santos,20.0,br BRA,Midfielder,Strasbourg,fr Ligue 1,32,10,3
Kauã Santos,21.0,br BRA,Goalkeeper,Eint Frankfurt,de Bundesliga,9,0,0
Tiago Santos,22.0,pt POR,Defender,Lille,fr Ligue 1,7,0,0
Pablo Sarabia,32.0,es ESP,"Midfielder, Forward",Wolves,eng Premier League,23,3,2
Jeremy Sarmiento,22.0,ec ECU,Midfielder,Brighton,eng Premier League,1,0,0
Amin Sarr,23.0,se SWE,Forward,Hellas Verona,it Serie A,32,4,1
Ismaila Sarr,26.0,sn SEN,Midfielder,Crystal Palace,eng Premier League,38,8,6
Malang Sarr,25.0,fr FRA,Defender,Lens,fr Ligue 1,21,0,0
Mamadou Sarr,18.0,fr FRA,Defender,Strasbourg,fr Ligue 1,27,0,1
Martin Satriano,23.0,uy URU,"Forward, Defender",Lens,fr Ligue 1,7,0,0
Razvan Sava,22.0,ro ROU,Goalkeeper,Udinese,it Serie A,12,0,0
Téji Savanier,32.0,fr FRA,Midfielder,Montpellier,fr Ligue 1,31,2,5
Sávio,20.0,br BRA,"Forward, Midfielder",Manchester City,eng Premier League,29,1,8
Nicolò Savona,21.0,it ITA,Defender,Juventus,it Serie A,28,2,1
Saba Sazonov,22.0,ge GEO,Defender,Torino,it Serie A,1,0,0
Joe Scally,21.0,us USA,Defender,Gladbach,de Bundesliga,32,0,0
Giorgio Scalvini,20.0,it ITA,Defender,Atalanta,it Serie A,6,0,0
Gianluca Scamacca,25.0,it ITA,Forward,Atalanta,it Serie A,1,0,0
Oliver Scarles,18.0,eng ENG,"Defender, Forward",West Ham,eng Premier League,15,0,0
Dane Scarlett,20.0,eng ENG,"Forward, Midfielder",Tottenham,eng Premier League,3,0,1
Kevin Schade,22.0,de GER,Forward,Brentford,eng Premier League,38,11,2
András Schäfer,25.0,hu HUN,Midfielder,Union Berlin,de Bundesliga,26,1,1
Fabian Schär,32.0,ch SUI,Defender,Newcastle Utd,eng Premier League,34,4,0
Patrik Schick,28.0,cz CZE,Forward,Leverkusen,de Bundesliga,31,21,0
Stefan Schimmer,30.0,de GER,"Forward, Midfielder",Heidenheim,de Bundesliga,13,0,0
Joël Schingtienne,21.0,be BEL,Defender,Venezia,it Serie A,16,0,0
Xaver Schlager,26.0,at AUT,Midfielder,RB Leipzig,de Bundesliga,4,0,0
Keven Schlotterbeck,27.0,de GER,Defender,Augsburg,de Bundesliga,18,3,1
Nico Schlotterbeck,24.0,de GER,Defender,Dortmund,de Bundesliga,23,0,4
Jeffrey Schlupp,31.0,gh GHA,"Midfielder, Defender",Crystal Palace,eng Premier League,12,0,0
Romano Schmid,24.0,at AUT,Midfielder,Werder Bremen,de Bundesliga,32,5,4
Niklas Schmidt,26.0,de GER,Midfielder,Toulouse,fr Ligue 1,9,0,1
Jan Schöppner,25.0,de GER,Midfielder,Heidenheim,de Bundesliga,33,4,3
Marvin Schulz,29.0,de GER,"Midfielder, Defender",Holstein Kiel,de Bundesliga,12,0,0
Alexander Schwolow,32.0,de GER,Goalkeeper,Union Berlin,de Bundesliga,6,0,0
Léo Scienza,25.0,br BRA,"Forward, Midfielder",Heidenheim,de Bundesliga,25,3,3
Alex Scott,20.0,eng ENG,Midfielder,Bournemouth,eng Premier League,20,0,0
Simone Scuffet,28.0,it ITA,Goalkeeper,Napoli,it Serie A,1,0,0
Jérémy Sebas,21.0,mq MTQ,"Forward, Midfielder",Strasbourg,fr Ligue 1,13,0,0
Aleksandar Sedlar,32.0,rs SRB,Defender,Alavés,es La Liga,9,0,0
Jacopo Seghetti,19.0,it ITA,Goalkeeper,Empoli,it Serie A,1,0,0
Alidu Seidu,24.0,gh GHA,Defender,Rennes,fr Ligue 1,11,0,0
Nicolas Seiwald,23.0,at AUT,"Midfielder, Defender",RB Leipzig,de Bundesliga,30,0,0
Hiroki Sekine,21.0,jp JPN,Defender,Reims,fr Ligue 1,15,0,0
Matz Sels,32.0,be BEL,Goalkeeper,Nott'ham Forest,eng Premier League,38,0,0
Nélson Semedo,30.0,pt POR,Defender,Wolves,eng Premier League,34,0,4
Antoine Semenyo,24.0,gh GHA,Forward,Bournemouth,eng Premier League,37,11,5
Marvin Senaya,23.0,tg TOG,Defender,Strasbourg,fr Ligue 1,10,0,0
Marcos Senesi,27.0,ar ARG,Defender,Bournemouth,eng Premier League,17,0,0
Stefano Sensi,28.0,it ITA,Midfielder,Monza,it Serie A,12,1,0
Suat Serdar,27.0,de GER,Midfielder,Hellas Verona,it Serie A,22,2,1
Sergi,32.0,es ESP,Defender,Leganés,es La Liga,36,2,0
Nicolás Serrano,21.0,es ESP,Forward,Athletic Club,es La Liga,4,0,0
Benjamin Šeško,21.0,si SVN,"Forward, Midfielder",RB Leipzig,de Bundesliga,33,13,5
Ryan Sessegnon,24.0,eng ENG,"Forward, Defender",Fulham,eng Premier League,16,4,2
Stephan El Shaarawy,31.0,it ITA,"Defender, Midfielder",Roma,it Serie A,31,3,4
Luke Shaw,29.0,eng ENG,Defender,Manchester Utd,eng Premier League,7,0,0
Alen Sherri,26.0,al ALB,Goalkeeper,Cagliari,it Serie A,7,0,0
Eldor Shomurodov,29.0,uz UZB,"Forward, Midfielder",Roma,it Serie A,27,4,4
Djibril Sidibé,32.0,fr FRA,Defender,Toulouse,fr Ligue 1,28,0,3
Armindo Sieb,21.0,de GER,"Forward, Midfielder",Mainz 05,de Bundesliga,27,2,2
Benjamin Siegrist,32.0,ch SUI,Goalkeeper,Genoa,it Serie A,2,0,0
Vincent Sierro,28.0,ch SUI,Midfielder,Toulouse,fr Ligue 1,29,5,1
Tim Siersleben,24.0,de GER,Defender,Heidenheim,de Bundesliga,16,0,0
Zain Silcott-Duberry,19.0,ms MSR,Forward,Bournemouth,eng Premier League,1,0,0
Kiliann Sildillia,22.0,fr FRA,Defender,Freiburg,de Bundesliga,21,2,0
André Silva,28.0,pt POR,"Forward, Midfielder",RB Leipzig,de Bundesliga,8,1,2
Bernardo Silva,29.0,pt POR,"Midfielder, Forward",Manchester City,eng Premier League,33,4,4
Caio Henrique Oliveira Silva,27.0,br BRA,Defender,Monaco,fr Ligue 1,27,0,6
Fábio Silva,22.0,pt POR,Forward,Las Palmas,es La Liga,24,10,3
Jota Silva,24.0,pt POR,"Forward, Midfielder",Nott'ham Forest,eng Premier League,31,3,1
Eric da Silva Moreira,18.0,de GER,"Midfielder, Defender",Nott'ham Forest,eng Premier League,2,0,0
Rui Silva,30.0,pt POR,Goalkeeper,Betis,es La Liga,15,0,0
Marco Silvestri,33.0,it ITA,Goalkeeper,Empoli,it Serie A,5,0,0
Abdallah Sima,23.0,sn SEN,"Forward, Midfielder",Brest,fr Ligue 1,27,7,2
Mohamed Simakan,24.0,fr FRA,Defender,RB Leipzig,de Bundesliga,1,0,0
Giovanni Simeone,29.0,ar ARG,Forward,Napoli,it Serie A,30,1,1
Giuliano Simeone,21.0,ar ARG,Midfielder,Atlético Madrid,es La Liga,33,2,6
Moses Simon,29.0,ng NGA,"Forward, Midfielder",Nantes,fr Ligue 1,32,8,10
Unai Simón,27.0,es ESP,Goalkeeper,Athletic Club,es La Liga,21,0,0
Xavi Simons,21.0,nl NED,Midfielder,RB Leipzig,de Bundesliga,25,10,6
Jahmai Simpson-Pusey,18.0,eng ENG,Defender,Manchester City,eng Premier League,2,0,0
Danel Sinani,27.0,lu LUX,"Forward, Midfielder",St. Pauli,de Bundesliga,26,2,2
Lassine Sinayoko,24.0,ml MLI,"Forward, Midfielder",Auxerre,fr Ligue 1,34,5,8
Wilfried Singo,23.0,ci CIV,Defender,Monaco,fr Ligue 1,27,1,2
Luis Sinisterra,25.0,co COL,"Forward, Midfielder",Bournemouth,eng Premier League,12,1,1
Daley Sinkgraven,29.0,nl NED,Defender,Las Palmas,es La Liga,2,0,0
Tobias Sippel,36.0,de GER,Goalkeeper,Gladbach,de Bundesliga,1,0,0
Jailson Siqueira,28.0,br BRA,"Defender, Midfielder",Celta Vigo,es La Liga,13,0,0
Ayanda Sishuba,19.0,be BEL,Forward,Rennes,fr Ligue 1,1,0,0
Ibrahim Sissoko,28.0,ml MLI,Forward,Saint-Étienne,fr Ligue 1,20,3,1
Ibrahima Sissoko,26.0,ml MLI,Midfielder,Bochum,de Bundesliga,32,2,1
Niama Sissoko,18.0,ml MLI,"Forward, Midfielder",Reims,fr Ligue 1,4,0,0
Antonio Sivera,27.0,es ESP,Goalkeeper,Alavés,es La Liga,32,0,0
Tim Skarke,27.0,de GER,"Forward, Midfielder",Union Berlin,de Bundesliga,33,0,2
Ellyes Skhiri,29.0,tn TUN,Midfielder,Eint Frankfurt,de Bundesliga,30,1,2
Oliver Skipp,23.0,eng ENG,Midfielder,Leicester City,eng Premier League,24,0,0
Leo Skiri Østigård,24.0,no NOR,Defender,Hoffenheim,de Bundesliga,11,0,0
Łukasz Skorupski,33.0,pl POL,Goalkeeper,Bologna,it Serie A,27,0,0
Andreas Skov Olsen,24.0,dk DEN,"Forward, Midfielder",Wolfsburg,de Bundesliga,12,1,1
Robert Skov,28.0,dk DEN,"Defender, Midfielder",Union Berlin,de Bundesliga,15,2,2
Milan Škriniar,29.0,sk SVK,Defender,Paris S-G,fr Ligue 1,5,0,0
Steven Skrzybski,31.0,de GER,"Midfielder, Forward",Holstein Kiel,de Bundesliga,24,6,3
Naatan Skyttä,22.0,fi FIN,Forward,Toulouse,fr Ligue 1,1,0,0
William Smallbone,24.0,ie IRL,Midfielder,Southampton,eng Premier League,18,1,0
Adam Smith,33.0,eng ENG,Defender,Bournemouth,eng Premier League,25,0,0
Eric Smith,27.0,se SWE,"Defender, Midfielder",St. Pauli,de Bundesliga,32,1,1
Justin Smith,21.0,ca CAN,Midfielder,Espanyol,es La Liga,5,0,0
Emile Smith Rowe,24.0,eng ENG,Midfielder,Fulham,eng Premier League,34,6,3
Ivan Smolčić,23.0,hr CRO,Defender,Como,it Serie A,9,0,0
Eduard Sobol,29.0,ua UKR,Defender,Strasbourg,fr Ligue 1,10,0,0
Simon Sohm,23.0,ch SUI,Midfielder,Parma,it Serie A,37,4,0
Alex Sola,25.0,es ESP,"Midfielder, Forward",Getafe,es La Liga,19,0,1
Arnau Solà,21.0,es ESP,Midfielder,Villarreal,es La Liga,1,0,0
Dominic Solanke,26.0,eng ENG,Forward,Tottenham,eng Premier League,27,9,3
Ola Solbakken,25.0,no NOR,"Midfielder, Forward",Empoli,it Serie A,21,0,0
Carlos Soler,27.0,es ESP,"Midfielder, Forward",West Ham,eng Premier League,31,1,1
Julio Soler,19.0,ar ARG,"Defender, Forward",Bournemouth,eng Premier League,3,0,0
Oumar Solet,24.0,fr FRA,Defender,Udinese,it Serie A,19,1,2
Jhon Solis,19.0,co COL,Midfielder,Girona,es La Liga,19,1,0
Daniele Sommariva,27.0,it ITA,Goalkeeper,Genoa,it Serie A,1,0,0
Yann Sommer,35.0,ch SUI,Goalkeeper,Inter,it Serie A,33,0,0
David Soria,31.0,es ESP,Goalkeeper,Getafe,es La Liga,38,0,0
Juan Soriano,26.0,es ESP,Goalkeeper,Leganés,es La Liga,6,0,0
Borna Sosa,26.0,hr CRO,Defender,Torino,it Serie A,19,0,0
Ramón Sosa,24.0,py PAR,"Forward, Midfielder",Nott'ham Forest,eng Premier League,19,1,0
Hugo Sotelo,20.0,es ESP,Midfielder,Celta Vigo,es La Liga,24,0,0
