Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Pape Daouda Diongue,,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,9,1,0
Mohamed Daramy,22.0,dk DEN,FW,Reims,fr Ligue 1,2,0,0
Bence Dárdai,18.0,hu HUN,MF,Wolfsburg,de Bundesliga,21,1,1
Sergi Darder,30.0,es ESP,"MF,FW",Mallorca,es La Liga,38,2,6
Matteo Darmian,34.0,it ITA,DF,Inter,it Serie A,29,3,2
Lukas Daschner,25.0,de GER,"MF,FW",Bochum,de Bundesliga,14,1,1
Juan David Cabal,23.0,co COL,DF,Juventus,it Serie A,7,0,0
Jonathan David,24.0,ca CAN,FW,Lille,fr Ligue 1,32,16,5
Alphonso Davies,23.0,ca CAN,DF,Bayern Munich,de Bundesliga,19,1,2
Ben Davies,31.0,wls WAL,DF,Tottenham,eng Premier League,17,0,0
Keinan Davis,26.0,eng ENG,FW,Udinese,it Serie A,23,2,1
Leif Davis,24.0,eng ENG,DF,Ipswich Town,eng Premier League,33,1,2
Zuriko Davitashvili,23.0,ge GEO,"FW,MF",Saint-Étienne,fr Ligue 1,33,9,8
Paweł Dawidowicz,29.0,pl POL,"DF,MF",Hellas Verona,it Serie A,26,0,0
Craig Dawson,34.0,eng ENG,DF,Wolves,eng Premier League,15,0,0
Kevin De Bruyne,33.0,be BEL,"MF,FW",Manchester City,eng Premier League,28,4,7
Bobby De Cordova-Reid,31.0,jm JAM,FW,Leicester City,eng Premier League,23,1,2
Charles De Ketelaere,23.0,be BEL,"MF,FW",Atalanta,it Serie A,36,7,7
Rodrigo De Paul,30.0,ar ARG,MF,Atlético Madrid,es La Liga,34,3,5
Théo De Percin,23.0,mq MTQ,GK,Auxerre,fr Ligue 1,2,0,0
Mattia De Sciglio,31.0,it ITA,DF,Empoli,it Serie A,16,1,0
Lorenzo De Silvestri,36.0,it ITA,DF,Bologna,it Serie A,18,1,0
Thibault De Smet,26.0,be BEL,DF,Reims,fr Ligue 1,5,0,0
Koni De Winter,22.0,be BEL,DF,Genoa,it Serie A,25,3,0
Amar Dedić,21.0,ba BIH,DF,Marseille,fr Ligue 1,10,0,1
Alessandro Deiola,28.0,it ITA,MF,Cagliari,it Serie A,29,2,1
Romain Del Castillo,28.0,fr FRA,FW,Brest,fr Ligue 1,26,6,4
Enrico Del Prato,24.0,it ITA,DF,Parma,it Serie A,34,4,0
Thomas Delaine,32.0,fr FRA,DF,Strasbourg,fr Ligue 1,2,0,0
Liam Delap,21.0,eng ENG,FW,Ipswich Town,eng Premier League,37,12,2
Fisayo Dele-Bashiru,23.0,ng NGA,"MF,FW",Lazio,it Serie A,20,3,1
Andy Delort,32.0,dz ALG,FW,Montpellier,fr Ligue 1,9,0,0
Olivier Deman,24.0,be BEL,DF,Werder Bremen,de Bundesliga,9,0,0
Ali Dembélé,20.0,fr FRA,DF,Torino,it Serie A,15,1,0
Ousmane Dembélé,27.0,fr FRA,FW,Paris S-G,fr Ligue 1,29,21,6
Ermedin Demirović,26.0,ba BIH,FW,Stuttgart,de Bundesliga,34,15,1
Sepp van den Berg,22.0,nl NED,DF,Brentford,eng Premier League,31,0,0
Rémy Descamps,28.0,fr FRA,GK,Lyon,fr Ligue 1,1,0,0
Arthur Desmas,30.0,fr FRA,GK,Le Havre,fr Ligue 1,18,0,0
Justin Devenny,20.0,nir NIR,MF,Crystal Palace,eng Premier League,23,1,1
Kiernan Dewsbury-Hall,25.0,eng ENG,"MF,FW",Chelsea,eng Premier League,13,0,1
Michele Di Gregorio,27.0,it ITA,GK,Juventus,it Serie A,33,0,0
Giovanni Di Lorenzo,30.0,it ITA,DF,Napoli,it Serie A,37,3,2
Boulaye Dia,27.0,sn SEN,"MF,FW",Lazio,it Serie A,35,9,3
Mouctar Diakhaby,27.0,gn GUI,DF,Valencia,es La Liga,13,2,0
Mamadou Diakhon,18.0,fr FRA,"FW,MF",Reims,fr Ligue 1,28,2,1
Bafodé Diakité,23.0,fr FRA,DF,Lille,fr Ligue 1,31,4,1
Oumar Diakité,20.0,ci CIV,FW,Reims,fr Ligue 1,26,4,1
Amad Diallo,22.0,ci CIV,"MF,FW",Manchester Utd,eng Premier League,26,8,6
Assane Diao,18.0,sn SEN,"FW,MF",Como,it Serie A,15,8,1
Assane Diao,18.0,sn SEN,FW,Betis,es La Liga,10,1,2
Habib Diarra,20.0,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,30,4,5
Moussa Diarra,23.0,ml MLI,DF,Alavés,es La Liga,26,0,0
Rúben Dias,27.0,pt POR,DF,Manchester City,eng Premier League,27,0,0
Krépin Diatta,25.0,sn SEN,"DF,FW",Monaco,fr Ligue 1,19,0,0
Kandet Diawara,24.0,gn GUI,FW,Le Havre,fr Ligue 1,1,0,0
Mahamadou Diawara,19.0,fr FRA,MF,Le Havre,fr Ligue 1,15,0,1
Mahamadou Diawara,19.0,fr FRA,MF,Lyon,fr Ligue 1,2,0,0
Brahim Díaz,24.0,ma MAR,"FW,MF",Real Madrid,es La Liga,31,4,2
Daniel Díaz,18.0,es ESP,MF,Real Sociedad,es La Liga,1,0,0
Luis Díaz,27.0,co COL,FW,Liverpool,eng Premier League,36,13,5
Pedro Díaz,26.0,es ESP,MF,Rayo Vallecano,es La Liga,26,3,0
Tyler Dibling,18.0,eng ENG,"FW,MF",Southampton,eng Premier League,33,2,0
Diego,24.0,es ESP,FW,Leganés,es La Liga,28,3,0
Justin Diehl,19.0,de GER,"FW,DF",Stuttgart,de Bundesliga,6,1,0
Bamba Dieng,24.0,sn SEN,FW,Angers,fr Ligue 1,18,3,0
Eric Dier,30.0,eng ENG,DF,Bayern Munich,de Bundesliga,21,2,1
Lucas Digne,31.0,fr FRA,DF,Aston Villa,eng Premier League,32,0,4
Kembo Diliwidi,18.0,fr FRA,DF,Lens,fr Ligue 1,1,0,0
Federico Dimarco,26.0,it ITA,"DF,FW",Inter,it Serie A,33,4,7
Stole Dimitrievski,30.0,mk MKD,GK,Valencia,es La Liga,4,0,0
Junior Dina Ebimbe,23.0,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,7,0,1
Eren Dinkçi,22.0,de GER,"MF,FW",Freiburg,de Bundesliga,23,0,3
Sinaly Diomande,23.0,ci CIV,DF,Auxerre,fr Ligue 1,23,3,2
Yan Diomandé,17.0,ci CIV,"MF,FW",Leganés,es La Liga,10,2,1
Lois Diony,31.0,fr FRA,FW,Angers,fr Ligue 1,1,0,0
Issa Diop,27.0,fr FRA,DF,Fulham,eng Premier League,21,0,0
Sérigné Diop,19.0,sn SEN,FW,Brest,fr Ligue 1,2,0,0
Sofiane Diop,24.0,fr FRA,"MF,FW",Nice,fr Ligue 1,28,6,4
Andy Diouf,21.0,fr FRA,MF,Lens,fr Ligue 1,34,1,2
Yehvann Diouf,24.0,fr FRA,GK,Reims,fr Ligue 1,34,0,0
Assane Dioussé,26.0,sn SEN,MF,Auxerre,fr Ligue 1,17,0,0
Axel Disasi,26.0,fr FRA,DF,Aston Villa,eng Premier League,7,0,0
Axel Disasi,26.0,fr FRA,DF,Chelsea,eng Premier League,6,1,0
Roman Dixon,19.0,eng ENG,DF,Everton,eng Premier League,1,0,0
Álvaro djaló,24.0,es ESP,FW,Athletic Club,es La Liga,17,1,0
Djené,32.0,tg TOG,"DF,MF",Getafe,es La Liga,31,0,0
Nasser Djiga,21.0,bf BFA,DF,Wolves,eng Premier League,5,0,0
Berat Djimsiti,31.0,al ALB,DF,Atalanta,it Serie A,34,1,2
Marko Dmitrović,32.0,rs SRB,GK,Leganés,es La Liga,32,0,0
Ritsu Doan,26.0,jp JPN,"FW,MF",Freiburg,de Bundesliga,34,10,7
Dodô,25.0,br BRA,DF,Fiorentina,it Serie A,35,0,5
Danilho Doekhi,26.0,nl NED,DF,Union Berlin,de Bundesliga,34,1,1
Matt Doherty,32.0,ie IRL,DF,Wolves,eng Premier League,30,2,1
Jeremy Doku,22.0,be BEL,"FW,MF",Manchester City,eng Premier League,29,3,6
Marc Domenech,18.0,es ESP,"FW,MF",Mallorca,es La Liga,10,0,0
Álex Domínguez,26.0,es ESP,GK,Toulouse,fr Ligue 1,1,0,0
Benjamín Domínguez,20.0,ar ARG,FW,Bologna,it Serie A,24,3,2
Carlos Dominguez,23.0,es ESP,DF,Celta Vigo,es La Liga,19,0,0
Israel Domínguez,21.0,es ESP,FW,Sevilla,es La Liga,1,0,0
Nicolás Domínguez,26.0,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,34,0,1
Sergi Dominguez,19.0,es ESP,DF,Barcelona,es La Liga,3,0,0
Gianluigi Donnarumma,25.0,it ITA,GK,Paris S-G,fr Ligue 1,24,0,0
Patrick Dorgu,19.0,dk DEN,DF,Manchester Utd,eng Premier League,12,0,0
Patrick Dorgu,19.0,dk DEN,"DF,FW",Lecce,it Serie A,21,3,1
Alfie Dorrington,19.0,eng ENG,DF,Tottenham,eng Premier League,1,0,0
Niklas Dorsch,26.0,de GER,MF,Augsburg,de Bundesliga,1,0,0
Niklas Dorsch,26.0,de GER,MF,Heidenheim,de Bundesliga,22,2,2
Alberto Dossena,25.0,it ITA,DF,Como,it Serie A,23,0,2
Abdoulaye Doucouré,31.0,ml MLI,MF,Everton,eng Premier League,33,3,2
Cheick Doucouré,24.0,ml MLI,MF,Crystal Palace,eng Premier League,13,0,0
Sékou Doucoure,19.0,fr FRA,DF,Nantes,fr Ligue 1,2,0,0
Désiré Doué,19.0,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,31,6,6
Guela Doué,21.0,ci CIV,DF,Strasbourg,fr Ligue 1,32,1,2
Douglas,27.0,br BRA,MF,Nantes,fr Ligue 1,28,4,2
Ismaël Doukouré,21.0,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,31,1,1
Issa Doumbia,20.0,ci CIV,MF,Venezia,it Serie A,24,0,0
Kamory Doumbia,21.0,ml MLI,"MF,FW",Brest,fr Ligue 1,30,3,2
Amidou Doumbouya,16.0,fr FRA,DF,Nice,fr Ligue 1,2,0,0
Anastasios Douvikas,24.0,gr GRE,FW,Como,it Serie A,13,2,2
Anastasios Douvikas,24.0,gr GRE,FW,Celta Vigo,es La Liga,20,3,1
Artem Dovbyk,27.0,ua UKR,FW,Roma,it Serie A,32,12,2
Flynn Downes,25.0,eng ENG,MF,Southampton,eng Premier League,27,1,0
Tommy Doyle,22.0,eng ENG,MF,Wolves,eng Premier League,24,0,1
Radu Drăgușin,22.0,ro ROU,DF,Tottenham,eng Premier League,16,0,0
Patrick Drewes,31.0,de GER,GK,Bochum,de Bundesliga,21,0,0
Tim Drexler,19.0,de GER,DF,Hoffenheim,de Bundesliga,8,0,0
Domingos Duarte,29.0,pt POR,DF,Getafe,es La Liga,22,1,0
Martin Dúbravka,35.0,sk SVK,GK,Newcastle Utd,eng Premier League,10,0,0
Marvin Ducksch,30.0,de GER,FW,Werder Bremen,de Bundesliga,32,8,8
Ondrej Duda,29.0,sk SVK,MF,Hellas Verona,it Serie A,28,1,3
Duk,24.0,cv CPV,"MF,FW",Leganés,es La Liga,10,0,0
Denzel Dumfries,28.0,nl NED,"DF,FW",Inter,it Serie A,29,7,2
Alfred Duncan,31.0,gh GHA,MF,Venezia,it Serie A,16,0,0
Lewis Dunk,32.0,eng ENG,DF,Brighton,eng Premier League,25,0,0
Jáder Durán,20.0,co COL,FW,Aston Villa,eng Premier League,20,7,0
Pablo Durán,23.0,es ESP,"FW,MF",Celta Vigo,es La Liga,27,4,4
Julien Duranville,18.0,be BEL,"FW,MF",Dortmund,de Bundesliga,12,0,0
Hugo Duro,24.0,es ESP,FW,Valencia,es La Liga,31,11,2
Jean-Kevin Duverne,27.0,ht HAI,DF,Nantes,fr Ligue 1,9,0,0
Paulo Dybala,30.0,ar ARG,"FW,MF",Roma,it Serie A,24,6,3
Stefan Džodić,19.0,rs SRB,"DF,MF",Montpellier,fr Ligue 1,7,0,0
Adam Dźwigała,28.0,pl POL,"DF,MF",St. Pauli,de Bundesliga,16,0,0
Aron Dønnum,26.0,no NOR,"DF,MF",Toulouse,fr Ligue 1,32,2,2
Enzo Ebosse,25.0,cm CMR,DF,Udinese,it Serie A,2,0,0
Tyronne Ebuehi,28.0,ng NGA,"DF,MF",Empoli,it Serie A,4,0,0
Claudio Echeverri,18.0,ar ARG,FW,Manchester City,eng Premier League,1,0,0
Ederson,30.0,br BRA,GK,Manchester City,eng Premier League,26,0,4
Éderson,25.0,br BRA,MF,Atalanta,it Serie A,37,4,1
Noah Edjouma,18.0,fr FRA,"MF,FW",Toulouse,fr Ligue 1,10,2,0
George Edmundson,26.0,eng ENG,DF,Ipswich Town,eng Premier League,1,0,0
Odsonne Édouard,26.0,fr FRA,"MF,FW",Crystal Palace,eng Premier League,2,0,0
Odsonne Édouard,26.0,fr FRA,FW,Leicester City,eng Premier League,4,0,0
Samuel Edozie,21.0,eng ENG,"DF,FW",Southampton,eng Premier League,2,0,0
Ronnie Edwards,21.0,eng ENG,DF,Southampton,eng Premier League,1,0,0
Johannes Eggestein,26.0,de GER,FW,St. Pauli,de Bundesliga,27,3,4
Maximilian Eggestein,27.0,de GER,MF,Freiburg,de Bundesliga,33,2,0
Kingsley Ehizibue,29.0,nl NED,DF,Udinese,it Serie A,33,0,1
Chidera Ejuke,26.0,ng NGA,FW,Sevilla,es La Liga,25,2,1
Jeff Ekhator,17.0,it ITA,"FW,MF",Genoa,it Serie A,24,1,1
Hugo Ekitike,22.0,fr FRA,FW,Eint Frankfurt,de Bundesliga,33,15,8
Jurgen Ekkelenkamp,24.0,nl NED,MF,Udinese,it Serie A,34,3,2
Jacques Ekomie,20.0,ga GAB,"DF,FW",Angers,fr Ligue 1,18,0,0
Emmanuel Ekong,22.0,se SWE,"MF,FW",Empoli,it Serie A,15,0,0
Caleb Ekuban,30.0,gh GHA,FW,Genoa,it Serie A,18,1,3
Pierre Ekwah Elimby,22.0,fr FRA,MF,Saint-Étienne,fr Ligue 1,29,1,0
Anthony Elanga,22.0,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,38,6,11
Meschak Elia,26.0,cd COD,FW,Nantes,fr Ligue 1,8,1,0
Mikael Ellertsson,22.0,is ISL,"DF,MF",Venezia,it Serie A,36,2,2
Harvey Elliott,21.0,eng ENG,MF,Liverpool,eng Premier League,18,1,2
Elif Elmas,24.0,mk MKD,"FW,MF",Torino,it Serie A,13,4,0
Elif Elmas,24.0,mk MKD,MF,RB Leipzig,de Bundesliga,2,0,0
Aritz Elustondo,30.0,es ESP,DF,Real Sociedad,es La Liga,22,0,0
Nico Elvedi,27.0,ch SUI,DF,Gladbach,de Bundesliga,25,1,1
Adri Embarba,32.0,es ESP,"FW,MF",Rayo Vallecano,es La Liga,35,1,1
Breel Embolo,27.0,ch SUI,"FW,MF",Monaco,fr Ligue 1,29,6,4
Emanuel Emegha,21.0,nl NED,FW,Strasbourg,fr Ligue 1,27,14,3
Emerson,25.0,br BRA,DF,Milan,it Serie A,17,0,0
Yunus Emre Konak,18.0,tr TUR,"FW,MF",Brentford,eng Premier League,10,0,0
Julio Enciso,20.0,py PAR,"MF,FW",Ipswich Town,eng Premier League,13,2,3
Julio Enciso,20.0,py PAR,"MF,FW",Brighton,eng Premier League,12,0,0
Wataru Endo,31.0,jp JPN,"MF,DF",Liverpool,eng Premier League,20,0,0
Endrick,18.0,br BRA,FW,Real Madrid,es La Liga,22,1,0
Yannik Engelhardt,23.0,de GER,"MF,DF",Como,it Serie A,26,1,1
Arne Engels,20.0,be BEL,"MF,FW",Augsburg,de Bundesliga,1,0,0
Christian Eriksen,32.0,dk DEN,MF,Manchester Utd,eng Premier League,23,1,2
Martin Erlic,26.0,hr CRO,DF,Bologna,it Serie A,8,0,0
Patrick Erras,29.0,de GER,DF,Holstein Kiel,de Bundesliga,10,1,0
Alfonso Espino,32.0,uy URU,DF,Rayo Vallecano,es La Liga,16,0,1
Sebastiano Esposito,22.0,it ITA,"FW,MF",Empoli,it Serie A,33,8,0
Romain Esse,19.0,eng ENG,MF,Crystal Palace,eng Premier League,7,1,1
Samuel Essende,26.0,cd COD,FW,Augsburg,de Bundesliga,30,7,2
Dario Essugo,19.0,pt POR,MF,Las Palmas,es La Liga,27,1,0
Estanis,20.0,es ESP,FW,Bologna,it Serie A,1,0,0
Nahuel Estévez,28.0,ar ARG,MF,Parma,it Serie A,14,0,0
Pervis Estupiñán,26.0,ec ECU,DF,Brighton,eng Premier League,30,1,1
Etienne Eto'o,21.0,cm CMR,FW,Rayo Vallecano,es La Liga,2,0,0
Karl Etta,20.0,cm CMR,"MF,FW",Villarreal,es La Liga,4,1,0
Evanilson,24.0,br BRA,FW,Bournemouth,eng Premier League,31,10,1
Jake Evans,,,FW,Leicester City,eng Premier League,4,0,0
Jonny Evans,36.0,nir NIR,DF,Manchester Utd,eng Premier League,7,0,0
Edu Expósito,27.0,es ESP,MF,Espanyol,es La Liga,19,0,2
Eberechi Eze,26.0,eng ENG,"MF,FW",Crystal Palace,eng Premier League,34,8,8
Abde Ezzalzouli,22.0,ma MAR,"FW,MF",Betis,es La Liga,32,2,2
Giovanni Fabbian,21.0,it ITA,MF,Bologna,it Serie A,30,3,1
Łukasz Fabiański,39.0,pl POL,GK,West Ham,eng Premier League,14,0,0
Alieu Fadera,22.0,gm GAM,"FW,DF",Como,it Serie A,28,1,3
Wout Faes,26.0,be BEL,DF,Leicester City,eng Premier League,34,1,0
Nicolò Fagioli,23.0,it ITA,MF,Fiorentina,it Serie A,15,1,2
Nicolò Fagioli,23.0,it ITA,MF,Juventus,it Serie A,17,0,0
Romain Faivre,26.0,fr FRA,"MF,FW",Brest,fr Ligue 1,20,3,2
Wladimiro Falcone,29.0,it ITA,GK,Lecce,it Serie A,38,0,0
Davide Faraoni,32.0,it ITA,DF,Hellas Verona,it Serie A,8,0,0
Abdul Fatawu Issahaku,20.0,gh GHA,FW,Leicester City,eng Premier League,11,0,2
Ansu Fati,21.0,es ESP,FW,Barcelona,es La Liga,6,0,0
Khalil Fayad,20.0,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20,0,0
Jacopo Fazzini,21.0,it ITA,MF,Empoli,it Serie A,20,4,1
Nabil Fekir,31.0,fr FRA,MF,Betis,es La Liga,2,0,1
Mattia Felici,23.0,it ITA,"MF,FW",Cagliari,it Serie A,20,0,3
Luiz Felipe,27.0,it ITA,DF,Marseille,fr Ligue 1,4,0,0
João Félix,24.0,pt POR,"FW,MF",Chelsea,eng Premier League,12,1,1
João Félix,24.0,pt POR,MF,Milan,it Serie A,15,2,0
Frank Feller,20.0,de GER,GK,Heidenheim,de Bundesliga,2,0,0
Kiko Femenía,33.0,es ESP,DF,Villarreal,es La Liga,28,0,1
Evan Ferguson,19.0,ie IRL,FW,West Ham,eng Premier League,8,0,0
Evan Ferguson,19.0,ie IRL,FW,Brighton,eng Premier League,13,1,0
Lewis Ferguson,24.0,sct SCO,MF,Bologna,it Serie A,16,1,1
Zinedine Ferhat,31.0,dz ALG,"FW,MF",Angers,fr Ligue 1,24,2,0
Bruno Fernandes,29.0,pt POR,MF,Manchester Utd,eng Premier League,36,8,10
Edimilson Fernandes,28.0,ch SUI,"MF,DF",Brest,fr Ligue 1,19,0,1
Mateus Fernandes,20.0,pt POR,MF,Southampton,eng Premier League,36,2,4
Aitor Fernández,33.0,es ESP,GK,Osasuna,es La Liga,1,0,0
Álvaro Fernández,26.0,es ESP,GK,Sevilla,es La Liga,9,0,0
Enzo Fernández,23.0,ar ARG,MF,Chelsea,eng Premier League,36,6,7
Pelayo Fernandez,21.0,es ESP,DF,Rayo Vallecano,es La Liga,2,0,0
Roberto Férnandez,22.0,es ESP,FW,Espanyol,es La Liga,19,6,0
Valery Fernández,24.0,es ESP,"MF,FW",Mallorca,es La Liga,18,2,0
Matias Fernandez-Pardo,19.0,be BEL,"FW,MF",Lille,fr Ligue 1,22,4,2
André Ferreira,28.0,pt POR,GK,Valladolid,es La Liga,6,0,0
Jordan Ferri,32.0,fr FRA,MF,Montpellier,fr Ligue 1,25,0,2
Daniel Fila,21.0,cz CZE,FW,Venezia,it Serie A,10,2,0
Karol Fila,26.0,pl POL,MF,Strasbourg,fr Ligue 1,1,0,0
Kilian Fischer,23.0,de GER,DF,Wolfsburg,de Bundesliga,32,1,0
Mark Flekken,31.0,nl NED,GK,Brentford,eng Premier League,37,0,2
Alessandro Florenzi,33.0,it ITA,FW,Milan,it Serie A,1,0,0
Mateo Flores,20.0,es ESP,MF,Betis,es La Liga,6,0,0
Phil Foden,24.0,eng ENG,"MF,FW",Manchester City,eng Premier League,28,7,2
Malick Fofana,19.0,be BEL,FW,Lyon,fr Ligue 1,29,5,4
Rayan Fofana,18.0,fr FRA,"FW,MF",Lens,fr Ligue 1,2,0,0
Seko Fofana,29.0,ci CIV,MF,Rennes,fr Ligue 1,16,1,1
Wesley Fofana,23.0,fr FRA,DF,Chelsea,eng Premier League,14,0,0
Yahia Fofana,23.0,ci CIV,GK,Angers,fr Ligue 1,33,0,0
Youssouf Fofana,25.0,fr FRA,MF,Milan,it Serie A,35,1,6
Jonas Föhrenbach,28.0,de GER,DF,Heidenheim,de Bundesliga,27,0,1
Michael Folorunsho,26.0,it ITA,"FW,MF",Fiorentina,it Serie A,14,0,0
Michael Folorunsho,26.0,it ITA,"FW,MF",Napoli,it Serie A,6,0,0
Lamine Fomba,26.0,fr FRA,MF,Saint-Étienne,fr Ligue 1,7,0,0
Carlos Forbs,20.0,pt POR,"MF,FW",Wolves,eng Premier League,10,0,0
Pablo Fornals,28.0,es ESP,"MF,FW",Betis,es La Liga,26,2,0
Omari Forson,20.0,eng ENG,"MF,FW",Monza,it Serie A,9,0,0
Fraser Forster,36.0,eng ENG,GK,Tottenham,eng Premier League,7,0,0
Héctor Fort,17.0,es ESP,DF,Barcelona,es La Liga,17,0,0
Dimitri Foulquier,31.0,fr FRA,DF,Valencia,es La Liga,32,0,1
Juan Foyth,26.0,ar ARG,DF,Villarreal,es La Liga,19,1,0
Fran,19.0,es ESP,GK,Real Madrid,es La Liga,1,0,0
Matheus França,20.0,br BRA,"MF,FW",Crystal Palace,eng Premier League,4,1,0
Alejandro Francés,21.0,es ESP,DF,Girona,es La Liga,18,0,0
Przemysław Frankowski,29.0,pl POL,DF,Lens,fr Ligue 1,18,4,2
Enric Franquesa,27.0,es ESP,"DF,FW",Leganés,es La Liga,12,1,0
Ryan Fraser,30.0,sct SCO,"FW,DF",Southampton,eng Premier League,8,0,0
Davide Frattesi,24.0,it ITA,MF,Inter,it Serie A,28,5,1
Tyler Fredricson,19.0,eng ENG,DF,Manchester Utd,eng Premier League,2,0,0
Morten Frendrup,23.0,dk DEN,MF,Genoa,it Serie A,35,2,0
Martin Frese,26.0,dk DEN,DF,Hellas Verona,it Serie A,11,0,0
Remo Freuler,32.0,ch SUI,MF,Bologna,it Serie A,37,1,2
Marco Friedl,26.0,at AUT,DF,Werder Bremen,de Bundesliga,26,0,0
Marvin Friedrich,28.0,de GER,DF,Gladbach,de Bundesliga,22,0,1
Jeremie Frimpong,23.0,nl NED,"DF,MF",Leverkusen,de Bundesliga,33,5,5
Jorge de Frutos,27.0,es ESP,"FW,MF",Rayo Vallecano,es La Liga,36,6,3
Darío Fuentes,21.0,es ESP,DF,Sevilla,es La Liga,1,0,0
Chris Führich,26.0,de GER,"MF,FW",Stuttgart,de Bundesliga,33,2,3
Shiō Fukuda,20.0,jp JPN,FW,Gladbach,de Bundesliga,6,1,0
Angelo Fulgini,27.0,fr FRA,"MF,FW",Lens,fr Ligue 1,23,1,1
Niclas Füllkrug,31.0,de GER,FW,West Ham,eng Premier League,18,3,2
Kyogo Furuhashi,29.0,jp JPN,FW,Rennes,fr Ligue 1,6,0,0
Manuel Fuster,26.0,es ESP,"FW,MF",Las Palmas,es La Liga,28,2,1
Matteo Gabbia,24.0,it ITA,DF,Milan,it Serie A,26,2,0
Tommaso Gabellini,17.0,it ITA,FW,Torino,it Serie A,1,0,0
Tiago Gabriel,19.0,pt POR,DF,Lecce,it Serie A,2,0,0
Alessandro Gabrielloni,30.0,it ITA,"FW,MF",Como,it Serie A,15,1,1
Gianluca Gaetano,24.0,it ITA,"MF,FW",Cagliari,it Serie A,28,2,4
Roberto Gagliardini,30.0,it ITA,"MF,DF",Monza,it Serie A,8,0,0
Cody Gakpo,25.0,nl NED,FW,Liverpool,eng Premier League,35,10,4
Javi Galán,29.0,es ESP,DF,Atlético Madrid,es La Liga,25,0,3
Iñigo Ruiz de Galarreta,30.0,es ESP,MF,Athletic Club,es La Liga,26,0,4
Conor Gallagher,24.0,eng ENG,MF,Atlético Madrid,es La Liga,32,3,3
Antonino Gallo,24.0,it ITA,DF,Lecce,it Serie A,31,0,2
Gauthier Gallon,31.0,fr FRA,GK,Rennes,fr Ligue 1,1,0,0
Cristian Gamboa,34.0,cr CRC,DF,Bochum,de Bundesliga,12,1,0
Idrissa Gana Gueye,34.0,sn SEN,MF,Everton,eng Premier League,37,0,3
Ignatius Ganago,25.0,cm CMR,"FW,MF",Nantes,fr Ligue 1,11,0,0
Silvère Ganvoula M'Boussy,28.0,cg CGO,FW,Monza,it Serie A,7,0,0
Facundo Garcés,24.0,ar ARG,DF,Alavés,es La Liga,10,0,0
Aleix García,27.0,es ESP,MF,Leverkusen,de Bundesliga,28,3,4
Álvaro García,31.0,es ESP,"FW,MF",Rayo Vallecano,es La Liga,36,4,5
Andrés García,21.0,es ESP,"DF,MF",Aston Villa,eng Premier League,7,0,0
Eric García,23.0,es ESP,"DF,MF",Barcelona,es La Liga,29,2,3
Fran Garcia,24.0,es ESP,DF,Real Madrid,es La Liga,31,0,2
Gonzalo García,20.0,es ESP,"FW,DF",Real Madrid,es La Liga,3,0,1
Joan García,23.0,es ESP,GK,Espanyol,es La Liga,38,0,0
Pablo Garcia,17.0,es ESP,FW,Betis,es La Liga,3,0,0
Rubén García,31.0,es ESP,"FW,MF",Osasuna,es La Liga,36,5,5
Ulisses Garcia,28.0,ch SUI,DF,Marseille,fr Ligue 1,20,2,2
Unai García,32.0,es ESP,DF,Osasuna,es La Liga,3,0,0
Alejandro Garnacho,20.0,ar ARG,"MF,FW",Manchester Utd,eng Premier League,36,6,2
James Garner,23.0,eng ENG,"MF,DF",Everton,eng Premier League,21,0,1
Yarek Gasiorowski,19.0,es ESP,DF,Valencia,es La Liga,15,0,0
Federico Gatti,26.0,it ITA,DF,Juventus,it Serie A,30,1,0
Gavi,19.0,es ESP,"MF,FW",Barcelona,es La Liga,26,1,1
Paulo Gazzaniga,32.0,ar ARG,GK,Girona,es La Liga,36,0,0
Jean-Philippe Gbamin,28.0,ci CIV,MF,Nantes,fr Ligue 1,14,0,0
Mory Gbane,23.0,ci CIV,"DF,MF",Reims,fr Ligue 1,13,0,1
Yann Gboho,23.0,fr FRA,"MF,FW",Toulouse,fr Ligue 1,31,5,4
David de Gea,33.0,es ESP,GK,Fiorentina,it Serie A,35,0,1
Viggo Gebel,16.0,de GER,MF,RB Leipzig,de Bundesliga,1,0,0
Lutsharel Geertruida,24.0,nl NED,DF,RB Leipzig,de Bundesliga,24,1,0
Dennis Geiger,26.0,de GER,"MF,FW",Hoffenheim,de Bundesliga,20,0,0
Valentin Gendrey,24.0,fr FRA,DF,Lecce,it Serie A,2,0,0
Valentin Gendrey,24.0,fr FRA,DF,Hoffenheim,de Bundesliga,22,1,1
Denis Genreau,25.0,au AUS,MF,Toulouse,fr Ligue 1,8,0,0
Tyrique George,18.0,eng ENG,FW,Chelsea,eng Premier League,8,1,1
Yannick Gerhardt,30.0,de GER,"MF,DF",Wolfsburg,de Bundesliga,29,1,1
Max Geschwill,23.0,de GER,DF,Holstein Kiel,de Bundesliga,19,1,2
