Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Mika Biereth,21.0,dk DEN,FW,Monaco,fr Ligue 1,16,13,2
Jaka Bijol,25.0,si SVN,DF,Udinese,it Serie A,34,1,0
El Bilal Touré,22.0,ml MLI,"FW,MF",Stuttgart,de Bundesliga,12,2,1
Philip Billing,28.0,dk DEN,MF,Bournemouth,eng Premier League,10,0,0
Philip Billing,28.0,dk DEN,MF,Napoli,it Serie A,10,1,0
Cristiano Biraghi,31.0,it ITA,DF,Torino,it Serie A,15,0,0
Cristiano Biraghi,31.0,it ITA,DF,Fiorentina,it Serie A,8,1,0
Samuele Birindelli,25.0,it ITA,"DF,MF",Monza,it Serie A,21,3,0
Tom Bischof,19.0,de GER,"MF,FW",Hoffenheim,de Bundesliga,31,5,2
Yves Bissouma,27.0,ml MLI,MF,Tottenham,eng Premier League,28,2,0
Leonardo Bittencourt,30.0,de GER,MF,Werder Bremen,de Bundesliga,27,2,1
Emmanuel Biumla,19.0,fr FRA,DF,Angers,fr Ligue 1,17,1,0
Marco Bizot,33.0,nl NED,GK,Brest,fr Ligue 1,32,0,0
Bjarki Bjarkason,24.0,is ISL,"DF,MF",Venezia,it Serie A,9,0,0
Antonio Blanco,24.0,es ESP,MF,Alavés,es La Liga,35,0,1
Ludovic Blas,26.0,fr FRA,"MF,FW",Rennes,fr Ligue 1,29,6,8
Daley Blind,34.0,nl NED,DF,Girona,es La Liga,34,0,2
Myron Boadu,23.0,nl NED,FW,Bochum,de Bundesliga,19,9,1
Augustine Boakye,23.0,gh GHA,"FW,MF",Saint-Étienne,fr Ligue 1,17,3,0
Oscar Bobb,21.0,no NOR,FW,Manchester City,eng Premier League,3,0,0
Mathéo Bodmer,20.0,fr FRA,MF,Le Havre,fr Ligue 1,1,0,0
Sacha Boey,23.0,fr FRA,DF,Bayern Munich,de Bundesliga,13,0,2
Jeremie Boga,27.0,ci CIV,"MF,FW",Nice,fr Ligue 1,21,1,2
Lamare Bogarde,20.0,nl NED,"DF,MF",Aston Villa,eng Premier League,8,0,0
Emil Bohinen,25.0,no NOR,MF,Genoa,it Serie A,3,0,0
Adama Boiro,22.0,es ESP,"DF,FW",Athletic Club,es La Liga,18,0,0
Willy Boly,33.0,ci CIV,DF,Nott'ham Forest,eng Premier League,6,0,0
Moïse Bombito,24.0,ca CAN,DF,Nice,fr Ligue 1,27,0,0
Warren Bondo,20.0,fr FRA,MF,Monza,it Serie A,20,0,0
Warren Bondo,20.0,fr FRA,MF,Milan,it Serie A,4,0,0
Victor Boniface,23.0,ng NGA,FW,Leverkusen,de Bundesliga,19,8,1
Kevin Bonifazi,28.0,it ITA,DF,Lecce,it Serie A,3,0,0
Ange-Yoan Bonny,20.0,fr FRA,FW,Parma,it Serie A,37,6,4
Sebastiaan Bornauw,25.0,be BEL,DF,Wolfsburg,de Bundesliga,15,2,1
Sven Botman,24.0,nl NED,DF,Newcastle Utd,eng Premier League,8,0,0
Saïmon Bouabré,18.0,fr FRA,"MF,FW",Monaco,fr Ligue 1,3,0,0
Ayyoub Bouaddi,16.0,fr FRA,MF,Lille,fr Ligue 1,24,0,1
Badredine Bouanani,19.0,dz ALG,"MF,FW",Nice,fr Ligue 1,26,3,3
Benjamin Bouchouari,22.0,ma MAR,MF,Saint-Étienne,fr Ligue 1,25,1,0
Hicham Boudaoui,24.0,dz ALG,MF,Nice,fr Ligue 1,29,2,3
Carlo Boukhalfa,25.0,ma MAR,MF,St. Pauli,de Bundesliga,25,2,0
Justin Bourgault,18.0,fr FRA,DF,Brest,fr Ligue 1,2,1,0
Benjamin Bourigeaud,30.0,fr FRA,MF,Rennes,fr Ligue 1,1,1,0
Edoardo Bove,22.0,it ITA,"MF,FW",Fiorentina,it Serie A,12,1,2
Jarrod Bowen,27.0,eng ENG,"FW,MF",West Ham,eng Premier League,34,13,8
Enzo Boyomo,22.0,cm CMR,DF,Osasuna,es La Liga,34,2,0
Enzo Boyomo,22.0,cm CMR,DF,Valladolid,es La Liga,3,0,0
Domagoj Bradarić,24.0,hr CRO,DF,Hellas Verona,it Serie A,28,1,0
Conor Bradley,21.0,nir NIR,DF,Liverpool,eng Premier League,19,0,2
Bilal Brahimi,24.0,dz ALG,MF,Nice,fr Ligue 1,2,0,0
Julian Brandt,28.0,de GER,MF,Dortmund,de Bundesliga,30,5,10
Jarrad Branthwaite,22.0,eng ENG,DF,Everton,eng Premier League,30,0,1
Darko Brašanac,32.0,rs SRB,MF,Leganés,es La Liga,30,1,2
Lilian Brassier,24.0,fr FRA,DF,Marseille,fr Ligue 1,12,0,0
Lilian Brassier,24.0,fr FRA,DF,Rennes,fr Ligue 1,14,1,1
Matthias Braunöder,22.0,at AUT,MF,Como,it Serie A,8,0,0
Iker Bravo,19.0,es ESP,"FW,MF",Udinese,it Serie A,29,2,1
James Bree,26.0,eng ENG,DF,Southampton,eng Premier League,17,0,1
Tim Breithaupt,22.0,de GER,MF,Augsburg,de Bundesliga,2,0,1
Gleison Bremer,27.0,br BRA,DF,Juventus,it Serie A,6,0,0
Brenner,24.0,br BRA,"MF,FW",Udinese,it Serie A,9,1,2
Ben Brereton,25.0,cl CHI,FW,Southampton,eng Premier League,10,0,0
Marco Brescianini,24.0,it ITA,MF,Atalanta,it Serie A,29,4,2
Maximilian Breunig,23.0,de GER,"FW,MF",Heidenheim,de Bundesliga,13,2,0
Anthony Briançon,29.0,fr FRA,DF,Saint-Étienne,fr Ligue 1,1,0,0
Nathan Broadhead,26.0,wls WAL,"MF,FW",Ipswich Town,eng Premier League,18,2,0
Armando Broja,22.0,al ALB,FW,Everton,eng Premier League,10,0,0
David Brooks,27.0,wls WAL,"FW,MF",Bournemouth,eng Premier League,29,2,0
Arvid Brorsson,25.0,se SWE,DF,Monza,it Serie A,6,0,0
Moritz Broschinski,23.0,de GER,"FW,MF",Bochum,de Bundesliga,33,1,3
Nathaniel Brown,21.0,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,26,3,6
Jacob Bruun Larsen,25.0,dk DEN,"FW,MF",Hoffenheim,de Bundesliga,12,2,2
Jacob Bruun Larsen,25.0,dk DEN,"MF,FW",Stuttgart,de Bundesliga,15,1,0
Tajon Buchanan,25.0,ca CAN,"DF,FW",Inter,it Serie A,6,0,0
Tajon Buchanan,25.0,ca CAN,MF,Villarreal,es La Liga,13,1,2
Ante Budimir,33.0,hr CRO,FW,Osasuna,es La Liga,38,21,4
Emi Buendía,27.0,ar ARG,"MF,FW",Aston Villa,eng Premier League,12,0,0
Emi Buendía,27.0,ar ARG,MF,Leverkusen,de Bundesliga,11,2,0
Manu Bueno,20.0,es ESP,"MF,FW",Sevilla,es La Liga,9,1,0
Santiago Bueno,25.0,uy URU,DF,Wolves,eng Premier League,29,0,0
Endika Buján,21.0,es ESP,FW,Athletic Club,es La Liga,1,0,0
Marius Bülter,31.0,de GER,"FW,DF",Hoffenheim,de Bundesliga,25,7,2
Facundo Buonanotte,19.0,ar ARG,"FW,MF",Leicester City,eng Premier League,31,5,2
Alessandro Buongiorno,25.0,it ITA,DF,Napoli,it Serie A,22,1,0
Cameron Burgess,28.0,au AUS,DF,Ipswich Town,eng Premier League,18,0,2
Jonathan Burkardt,24.0,de GER,FW,Mainz 05,de Bundesliga,29,18,2
Oliver Burke,27.0,sct SCO,FW,Werder Bremen,de Bundesliga,25,5,0
Dan Burn,32.0,eng ENG,DF,Newcastle Utd,eng Premier League,37,1,1
Rareș-Cătălin Burnete,20.0,ro ROU,FW,Lecce,it Serie A,4,0,0
Wes Burns,29.0,wls WAL,"FW,DF",Ipswich Town,eng Premier League,18,0,1
Marnon Busch,29.0,de GER,"DF,MF",Heidenheim,de Bundesliga,23,0,1
Gianluca Busio,22.0,us USA,MF,Venezia,it Serie A,33,2,0
Aurélio Buta,27.0,pt POR,DF,Reims,fr Ligue 1,27,0,1
Jean Butez,29.0,fr FRA,GK,Como,it Serie A,19,0,0
Nathan Butler-Oyedeji,21.0,eng ENG,FW,Arsenal,eng Premier League,1,0,0
Marcin Bułka,24.0,pl POL,GK,Nice,fr Ligue 1,34,0,0
Pau Cabanes,19.0,es ESP,"MF,FW",Villarreal,es La Liga,10,1,0
Pau Cabanes,19.0,es ESP,"MF,FW",Alavés,es La Liga,6,0,0
Rémy Cabella,34.0,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1,2
Leandro Cabrera,33.0,uy URU,DF,Espanyol,es La Liga,33,4,2
Liberato Cacace,23.0,nz NZL,"MF,DF",Empoli,it Serie A,33,2,4
Alessio Cacciamani,17.0,it ITA,"MF,DF",Torino,it Serie A,2,0,0
Anthony Caci,27.0,fr FRA,DF,Mainz 05,de Bundesliga,33,1,7
Mathieu Cafaro,27.0,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,15,1,0
Moisés Caicedo,22.0,ec ECU,"MF,DF",Chelsea,eng Premier League,38,1,2
Tom Cairney,33.0,sct SCO,MF,Fulham,eng Premier League,25,2,0
Jens Cajuste,24.0,se SWE,MF,Ipswich Town,eng Premier League,30,1,1
Davide Calabria,27.0,it ITA,DF,Bologna,it Serie A,11,0,1
Davide Calabria,27.0,it ITA,DF,Milan,it Serie A,7,0,0
Riccardo Calafiori,22.0,it ITA,DF,Arsenal,eng Premier League,19,2,1
Luca Caldirola,33.0,it ITA,DF,Monza,it Serie A,14,0,0
Fernando Calero,28.0,es ESP,"DF,MF",Espanyol,es La Liga,21,1,0
Duje Ćaleta-Car,27.0,hr CRO,DF,Lyon,fr Ligue 1,19,1,0
Hakan Çalhanoğlu,30.0,tr TUR,MF,Inter,it Serie A,29,5,6
Dominic Calvert-Lewin,27.0,eng ENG,FW,Everton,eng Premier League,26,3,1
Drissa Camara,22.0,ci CIV,"MF,FW",Parma,it Serie A,21,0,0
Issiaga Camara,19.0,gn GUI,MF,Nice,fr Ligue 1,4,0,0
Lamine Camara,20.0,sn SEN,MF,Monaco,fr Ligue 1,29,2,7
Mahdi Camara,26.0,fr FRA,"MF,FW",Brest,fr Ligue 1,34,5,3
Ousmane Camara,21.0,fr FRA,DF,Angers,fr Ligue 1,3,0,0
Francesco Camarda,16.0,it ITA,"FW,MF",Milan,it Serie A,10,0,0
Eduardo Camavinga,21.0,fr FRA,"MF,DF",Real Madrid,es La Liga,19,1,2
Nicolò Cambiaghi,23.0,it ITA,FW,Bologna,it Serie A,18,1,3
Andrea Cambiaso,24.0,it ITA,"DF,FW",Juventus,it Serie A,33,2,3
Axel Camblan,20.0,fr FRA,"MF,FW",Brest,fr Ligue 1,2,0,0
Sergio Camello,23.0,es ESP,FW,Rayo Vallecano,es La Liga,23,3,2
José Campaña,31.0,es ESP,MF,Las Palmas,es La Liga,25,0,3
Thomas Campaniello,16.0,it ITA,FW,Empoli,it Serie A,3,0,0
Cole Campbell,18.0,us USA,"MF,FW",Dortmund,de Bundesliga,4,0,0
Emre Can,30.0,de GER,"DF,MF",Dortmund,de Bundesliga,31,3,0
Peio Canales,19.0,es ESP,"MF,FW",Athletic Club,es La Liga,8,0,0
Matteo Cancellieri,22.0,it ITA,"FW,MF",Parma,it Serie A,27,3,0
Fali Candé,26.0,gw GNB,DF,Venezia,it Serie A,17,1,1
Antonio Candela,24.0,it ITA,DF,Venezia,it Serie A,14,0,1
Antonio Candela,24.0,it ITA,DF,Valladolid,es La Liga,12,0,0
Sergi Canós,27.0,es ESP,"MF,FW",Valencia,es La Liga,17,0,1
Jaydee Canvot,18.0,fr FRA,"DF,MF",Toulouse,fr Ligue 1,18,0,0
Pierrick Capelle,37.0,fr FRA,MF,Angers,fr Ligue 1,16,0,0
Gianluca Caprari,31.0,it ITA,"MF,FW",Monza,it Serie A,34,3,2
Elia Caprile,22.0,it ITA,GK,Cagliari,it Serie A,18,0,0
Elia Caprile,22.0,it ITA,GK,Napoli,it Serie A,4,0,0
Gabin Capuano,18.0,fr FRA,FW,Lens,fr Ligue 1,1,0,0
Francesco Caputo,36.0,it ITA,FW,Empoli,it Serie A,1,0,0
Maxence Caqueret,24.0,fr FRA,MF,Como,it Serie A,18,2,3
Maxence Caqueret,24.0,fr FRA,MF,Lyon,fr Ligue 1,9,0,0
Simon Cara,19.0,fr FRA,"MF,FW",Montpellier,fr Ligue 1,2,0,0
Andrea Carboni,23.0,it ITA,DF,Monza,it Serie A,26,0,1
Franco Carboni,21.0,it ITA,DF,Venezia,it Serie A,8,0,0
Valentin Carboni,19.0,ar ARG,"MF,FW",Marseille,fr Ligue 1,4,0,0
Dani Cárdenas,27.0,es ESP,GK,Rayo Vallecano,es La Liga,6,0,0
Irvin Cardona,26.0,fr FRA,"FW,MF",Espanyol,es La Liga,16,1,1
Irvin Cardona,26.0,fr FRA,FW,Saint-Étienne,fr Ligue 1,15,5,3
Marc Cardona,29.0,es ESP,"FW,DF",Las Palmas,es La Liga,11,0,0
Sergi Cardona,25.0,es ESP,DF,Villarreal,es La Liga,35,1,7
Johnny Cardoso,22.0,us USA,MF,Betis,es La Liga,28,3,1
Tiago Cardoso,18.0,lu LUX,GK,Gladbach,de Bundesliga,5,0,0
Patrik Carlgren,32.0,se SWE,GK,Nantes,fr Ligue 1,5,0,0
Diego Carlos,31.0,br BRA,DF,Aston Villa,eng Premier League,10,0,0
José Carlos González,18.0,es ESP,DF,Las Palmas,es La Liga,1,0,0
Carmona,22.0,es ESP,DF,Sevilla,es La Liga,35,0,0
Marco Carnesecchi,24.0,it ITA,GK,Atalanta,it Serie A,34,0,0
Sergio Carreira,23.0,es ESP,"MF,DF",Celta Vigo,es La Liga,23,0,4
Dani Carvajal,32.0,es ESP,DF,Real Madrid,es La Liga,8,1,0
Fabio Carvalho,21.0,pt POR,"FW,MF",Brentford,eng Premier League,19,2,1
William Carvalho,32.0,pt POR,MF,Betis,es La Liga,14,0,0
Cesare Casadei,21.0,it ITA,MF,Torino,it Serie A,15,1,1
Marc Casado,20.0,es ESP,MF,Barcelona,es La Liga,23,1,3
Nicolò Casale,26.0,it ITA,DF,Bologna,it Serie A,15,0,1
Nicolò Casale,26.0,it ITA,DF,Lazio,it Serie A,2,0,0
Casemiro,32.0,br BRA,MF,Manchester Utd,eng Premier League,24,1,0
Kaelan Casey,19.0,eng ENG,DF,West Ham,eng Premier League,1,0,0
Matty Cash,26.0,pl POL,DF,Aston Villa,eng Premier League,27,1,1
Eiran Cashin,22.0,ie IRL,DF,Brighton,eng Premier League,2,0,0
Josué Casimir,22.0,fr FRA,"FW,MF",Le Havre,fr Ligue 1,27,4,4
Federico Cassa,18.0,it ITA,"MF,FW",Atalanta,it Serie A,2,0,0
Cristian Cásseres Jr.,24.0,ve VEN,MF,Toulouse,fr Ligue 1,32,1,3
Timothy Castagne,28.0,be BEL,DF,Fulham,eng Premier League,24,0,1
Valentín Castellanos,25.0,ar ARG,FW,Lazio,it Serie A,29,10,3
Jean-Charles Castelletto,29.0,cm CMR,"DF,MF",Nantes,fr Ligue 1,30,0,0
Santiago Castro,19.0,ar ARG,FW,Bologna,it Serie A,36,8,4
Gaetano Castrovilli,27.0,it ITA,MF,Monza,it Serie A,12,0,0
Gaetano Castrovilli,27.0,it ITA,"MF,FW",Lazio,it Serie A,9,0,0
Danilo Cataldi,29.0,it ITA,MF,Fiorentina,it Serie A,25,3,0
Catena,29.0,es ESP,DF,Osasuna,es La Liga,35,1,3
Maximiliano Caufriez,27.0,be BEL,DF,Valencia,es La Liga,1,0,0
Enzo Caumont,20.0,fr FRA,MF,Angers,fr Ligue 1,2,0,0
Dani Ceballos,27.0,es ESP,MF,Real Madrid,es La Liga,23,0,0
Abdoulie Ceesay,20.0,gm GAM,FW,St. Pauli,de Bundesliga,7,0,0
Zeki Çelik,27.0,tr TUR,DF,Roma,it Serie A,31,0,2
Fabien Centonze,28.0,fr FRA,DF,Nantes,fr Ligue 1,7,0,0
Alberto Cerri,28.0,it ITA,FW,Como,it Serie A,5,0,0
Franco Cervi,30.0,ar ARG,"FW,MF",Celta Vigo,es La Liga,7,0,0
Julian Chabot,26.0,de GER,DF,Stuttgart,de Bundesliga,31,3,1
El Chadaille Bitshiabu,19.0,fr FRA,DF,RB Leipzig,de Bundesliga,21,0,0
Fares Chaïbi,21.0,dz ALG,"MF,FW",Eint Frankfurt,de Bundesliga,26,1,3
Trevoh Chalobah,25.0,eng ENG,DF,Crystal Palace,eng Premier League,12,3,0
Trevoh Chalobah,25.0,eng ENG,DF,Chelsea,eng Premier League,13,0,1
Timothy Chandler,34.0,us USA,DF,Eint Frankfurt,de Bundesliga,3,0,0
Conor Chaplin,27.0,eng ENG,"MF,FW",Ipswich Town,eng Premier League,22,1,1
Brendan Chardonnet,29.0,fr FRA,DF,Brest,fr Ligue 1,27,1,0
Gabriel Charpentier,25.0,cg CGO,FW,Parma,it Serie A,10,1,2
Raúl Chasco,20.0,es ESP,DF,Valladolid,es La Liga,2,0,0
Anrie Chase,20.0,jp JPN,DF,Stuttgart,de Bundesliga,12,0,0
Pep Chavarría,26.0,es ESP,"DF,FW",Rayo Vallecano,es La Liga,34,0,1
Arthur Chaves,23.0,br BRA,DF,Hoffenheim,de Bundesliga,26,1,0
Jhoanner Chávez,22.0,ec ECU,"DF,MF",Lens,fr Ligue 1,10,1,0
Walid Cheddira,26.0,ma MAR,FW,Napoli,it Serie A,1,0,0
Walid Cheddira,26.0,ma MAR,FW,Espanyol,es La Liga,22,1,1
Chema,19.0,es ESP,MF,Real Madrid,es La Liga,2,0,0
Théo Chennahi,19.0,fr FRA,DF,Montpellier,fr Ligue 1,4,0,0
Sidiki Cherif,17.0,fr FRA,FW,Angers,fr Ligue 1,7,0,0
Rayan Cherki,20.0,fr FRA,"FW,MF",Lyon,fr Ligue 1,30,8,11
Youssef Chermiti,20.0,pt POR,"FW,MF",Everton,eng Premier League,4,0,0
Lucas Chevalier,22.0,fr FRA,GK,Lille,fr Ligue 1,34,0,0
Fabio Chiarodia,19.0,it ITA,DF,Gladbach,de Bundesliga,16,1,0
Julián Chicco,26.0,ar ARG,"MF,DF",Leganés,es La Liga,14,0,1
Leandro Chichizola,34.0,ar ARG,GK,Parma,it Serie A,1,0,0
Federico Chiesa,26.0,it ITA,FW,Liverpool,eng Premier League,6,0,0
Ben Chilwell,27.0,eng ENG,DF,Crystal Palace,eng Premier League,8,1,0
Chiquinho,24.0,pt POR,MF,Wolves,eng Premier League,1,0,0
Chiquinho,24.0,pt POR,"MF,FW",Mallorca,es La Liga,8,0,0
Pedro Chirivella,27.0,es ESP,MF,Nantes,fr Ligue 1,30,0,2
Joris Chotard,22.0,fr FRA,MF,Montpellier,fr Ligue 1,26,1,0
Hamza Choudhury,26.0,bd BAN,"MF,DF",Leicester City,eng Premier League,4,0,0
Andreas Christensen,28.0,dk DEN,DF,Barcelona,es La Liga,5,0,0
Ryan Christie,29.0,sct SCO,MF,Bournemouth,eng Premier League,29,2,3
Carney Chukwuemeka,20.0,eng ENG,MF,Dortmund,de Bundesliga,10,1,0
Samuel Chukwueze,25.0,ng NGA,"FW,MF",Milan,it Serie A,26,3,2
Aaron Ciammaglichella,19.0,it ITA,MF,Torino,it Serie A,1,0,0
Jasper Cillessen,35.0,nl NED,GK,Las Palmas,es La Liga,27,0,0
Giuseppe Ciocci,22.0,it ITA,GK,Cagliari,it Serie A,1,0,0
Alessandro Circati,20.0,au AUS,DF,Parma,it Serie A,6,0,0
Pathé Ciss,30.0,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,33,4,1
Alphadjo Cissè,17.0,it ITA,"FW,MF",Hellas Verona,it Serie A,2,0,0
Djaoui Cissé,20.0,fr FRA,MF,Rennes,fr Ligue 1,14,1,0
Seydouba Cissé,23.0,gn GUI,MF,Leganés,es La Liga,34,3,1
Yoann Cissé,19.0,fr FRA,MF,Auxerre,fr Ligue 1,2,0,0
Patrick Ciurria,29.0,it ITA,"MF,DF",Monza,it Serie A,21,1,1
Harry Clarke,23.0,eng ENG,DF,Ipswich Town,eng Premier League,7,0,0
Jack Clarke,23.0,eng ENG,"FW,MF",Ipswich Town,eng Premier League,32,0,4
Alexis Claude-Maurice,26.0,fr FRA,"MF,FW",Augsburg,de Bundesliga,28,9,2
Jonathan Clauss,31.0,fr FRA,"DF,MF",Nice,fr Ligue 1,28,3,8
Silvi Clúa,19.0,es ESP,MF,Girona,es La Liga,4,0,0
Nathaniel Clyne,33.0,eng ENG,"DF,MF",Crystal Palace,eng Premier League,13,0,0
Conor Coady,31.0,eng ENG,DF,Leicester City,eng Premier League,22,1,0
Marcus Coco,28.0,fr FRA,DF,Nantes,fr Ligue 1,20,0,1
Saúl Coco,25.0,gq EQG,DF,Torino,it Serie A,32,2,0
Séamus Coleman,35.0,ie IRL,DF,Everton,eng Premier League,5,0,0
Nathan Collins,23.0,ie IRL,DF,Brentford,eng Premier League,38,2,3
Nnamdi Collins,20.0,de GER,DF,Eint Frankfurt,de Bundesliga,24,1,1
Toby Collyer,20.0,eng ENG,MF,Manchester Utd,eng Premier League,6,0,0
Lorenzo Colombo,22.0,it ITA,"FW,MF",Empoli,it Serie A,37,6,2
Andrea Colpani,25.0,it ITA,"FW,MF",Fiorentina,it Serie A,25,2,1
Levi Colwill,21.0,eng ENG,DF,Chelsea,eng Premier League,35,2,1
Florinel Coman,26.0,ro ROU,"FW,MF",Cagliari,it Serie A,9,1,0
Kingsley Coman,28.0,fr FRA,FW,Bayern Munich,de Bundesliga,28,5,4
Eray Cömert,26.0,ch SUI,"DF,MF",Valladolid,es La Liga,25,0,0
Santi Comesaña,27.0,es ESP,MF,Villarreal,es La Liga,35,4,2
Pietro Comuzzo,19.0,it ITA,DF,Fiorentina,it Serie A,33,1,0
Francisco Conceição,21.0,pt POR,"FW,MF",Juventus,it Serie A,26,3,3
Diego Conde,25.0,es ESP,GK,Villarreal,es La Liga,22,0,1
Tomás Conechny,26.0,ar ARG,"FW,MF",Alavés,es La Liga,22,1,0
Alois Confais,27.0,fr FRA,MF,Le Havre,fr Ligue 1,1,0,0
Sirlord Conteh,28.0,de GER,"FW,MF",Heidenheim,de Bundesliga,29,1,1
Lewis Cook,27.0,eng ENG,"MF,DF",Bournemouth,eng Premier League,36,1,3
Copete,24.0,es ESP,DF,Mallorca,es La Liga,25,0,0
Diego Coppola,20.0,it ITA,DF,Hellas Verona,it Serie A,34,2,0
Francis Coquelin,33.0,fr FRA,MF,Nantes,fr Ligue 1,6,1,1
Iker Córdoba,18.0,es ESP,DF,Valencia,es La Liga,2,0,0
Derek Cornelius,26.0,ca CAN,DF,Marseille,fr Ligue 1,21,0,0
Maxwel Cornet,27.0,ci CIV,FW,Southampton,eng Premier League,2,0,0
Maxwel Cornet,27.0,ci CIV,"FW,MF",Genoa,it Serie A,7,2,1
Pierre Cornud,27.0,fr FRA,DF,Saint-Étienne,fr Ligue 1,11,0,0
Ángel Correa,29.0,ar ARG,"FW,MF",Atlético Madrid,es La Liga,31,4,1
Joaquín Correa,29.0,ar ARG,"FW,MF",Inter,it Serie A,19,2,2
Thierry Correia,25.0,pt POR,DF,Valencia,es La Liga,11,0,0
Alberto costa,20.0,pt POR,DF,Juventus,it Serie A,9,0,1
Coba da Costa,22.0,es ESP,"MF,FW",Getafe,es La Liga,19,1,1
Danny da Costa,31.0,de GER,DF,Mainz 05,de Bundesliga,25,0,1
David Costa,23.0,pt POR,"MF,FW",Lens,fr Ligue 1,11,0,0
Logan Costa,23.0,cv CPV,DF,Villarreal,es La Liga,32,2,1
Logan Costa,23.0,cv CPV,DF,Toulouse,fr Ligue 1,1,0,0
Samu Costa,23.0,pt POR,MF,Mallorca,es La Liga,32,0,2
Grégoire Coudert,25.0,fr FRA,GK,Brest,fr Ligue 1,2,0,0
Vladimír Coufal,31.0,cz CZE,DF,West Ham,eng Premier League,22,0,0
Lassana Coulibaly,28.0,ml MLI,MF,Lecce,it Serie A,38,1,0
Lasso Coulibaly,21.0,ci CIV,"FW,MF",Auxerre,fr Ligue 1,3,1,0
Mamadou Coulibaly,20.0,fr FRA,MF,Monaco,fr Ligue 1,1,0,0
Soumaïla Coulibaly,20.0,fr FRA,DF,Brest,fr Ligue 1,7,0,0
Tanguy Coulibaly,23.0,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25,3,0
Woyo Coulibaly,25.0,fr FRA,DF,Leicester City,eng Premier League,4,0,0
Woyo Coulibaly,25.0,fr FRA,DF,Parma,it Serie A,14,0,1
Marius Courcoul,17.0,fr FRA,"MF,DF",Angers,fr Ligue 1,8,0,0
Thibaut Courtois,32.0,be BEL,GK,Real Madrid,es La Liga,30,0,0
Yan Couto,22.0,br BRA,"DF,FW",Dortmund,de Bundesliga,21,0,0
Nicolas Cozza,25.0,fr FRA,"DF,MF",Nantes,fr Ligue 1,27,1,0
Aaron Cresswell,34.0,eng ENG,DF,West Ham,eng Premier League,18,0,0
Charlie Cresswell,21.0,eng ENG,DF,Toulouse,fr Ligue 1,31,3,1
Bryan Cristante,29.0,it ITA,MF,Roma,it Serie A,30,4,2
Domen Črnigoj,28.0,si SVN,MF,Venezia,it Serie A,8,0,0
Juan Cruz Armada,32.0,es ESP,DF,Osasuna,es La Liga,25,0,0
Juan Cruz,24.0,es ESP,"FW,MF",Leganés,es La Liga,34,5,4
Juan Cuadrado,36.0,co COL,"DF,MF",Atalanta,it Serie A,23,0,2
Pau Cubarsí,17.0,es ESP,DF,Barcelona,es La Liga,35,0,3
Cucho,25.0,co COL,FW,Betis,es La Liga,15,5,1
Marc Cucurella,26.0,es ESP,DF,Chelsea,eng Premier League,36,5,1
Jorge Cuenca,24.0,es ESP,DF,Fulham,eng Premier League,8,0,0
Matheus Cunha,25.0,br BRA,"MF,FW",Wolves,eng Premier League,33,15,6
Patrick Cutrone,26.0,it ITA,FW,Como,it Serie A,33,7,4
Tomáš Čvančara,23.0,cz CZE,FW,Gladbach,de Bundesliga,28,2,0
Wylan Cyprien,29.0,fr FRA,MF,Parma,it Serie A,2,0,0
Danilo D'Ambrosio,35.0,it ITA,DF,Monza,it Serie A,20,0,1
Lucas Da Cunha,23.0,fr FRA,MF,Como,it Serie A,36,3,2
Samuel Dahl,24.0,se SWE,"DF,MF",Roma,it Serie A,2,0,0
Finn Dahmen,26.0,de GER,GK,Augsburg,de Bundesliga,19,0,0
Thomas Dähne,30.0,de GER,GK,Holstein Kiel,de Bundesliga,9,0,0
Mahmoud Dahoud,28.0,de GER,MF,Eint Frankfurt,de Bundesliga,9,1,1
Patson Daka,25.0,zm ZAM,"FW,MF",Leicester City,eng Premier League,23,1,0
Ameen Al-Dakhil,22.0,be BEL,DF,Stuttgart,de Bundesliga,7,0,0
Thijs Dallinga,23.0,nl NED,FW,Bologna,it Serie A,31,3,2
Diogo Dalot,25.0,pt POR,DF,Manchester Utd,eng Premier League,33,0,3
Mikkel Damsgaard,24.0,dk DEN,"MF,FW",Brentford,eng Premier League,38,2,10
Maat Daniel Caprini,18.0,it ITA,FW,Fiorentina,it Serie A,2,0,0
Flavius Daniliuc,23.0,at AUT,DF,Hellas Verona,it Serie A,18,0,0
Danilo,23.0,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,8,0,0
Danilo,33.0,br BRA,DF,Juventus,it Serie A,12,0,1
Arnaut Danjuma,27.0,nl NED,FW,Villarreal,es La Liga,3,2,0
Arnaut Danjuma,27.0,nl NED,"FW,MF",Girona,es La Liga,25,2,0
Jayden Danns,18.0,eng ENG,MF,Liverpool,eng Premier League,1,0,0
Kévin Danois,20.0,fr FRA,MF,Auxerre,fr Ligue 1,22,0,0
Kevin Danso,25.0,at AUT,DF,Tottenham,eng Premier League,10,0,0
Kevin Danso,25.0,at AUT,DF,Lens,fr Ligue 1,12,0,0
Dante,40.0,br BRA,DF,Nice,fr Ligue 1,25,0,0
